ADM2_NAME,ADM2_CODE,Month,Year,EVI_mean,LAI_mean,FPAR_mean,LST_Kelvin_mean,Soil_Moisture_mm_mean,FPAR_count
Rajbari,5791,4,2022,0.3271914927443331,-964.1659362490947,-964.7047855674856,305.2880728100601,4.1450498187966405,5246
Shariatpur,5792,4,2022,0.32837753010092646,-1864.4871907458519,-1879.6802441905404,303.45948306139684,1.7771738401995993,5689
Sherpur,5793,4,2022,0.44496886231841604,-95.4531279202872,-98.59453753654807,299.8336992202681,24.012927319554667,6046
Tangail,5794,4,2022,0.4469328205297752,-298.55287090385167,-304.34592675040983,302.3865162232497,8.631792691485682,15268
Bagerhat,5795,4,2022,-40.066159685371964,-1971.8028234948533,-2150.247849274652,256.71186637154506,5.8342638303746055,17129
Chuadanga,5796,4,2022,0.37864805604370166,-19.88203219385228,-20.656033076492797,304.7315474836776,3.0635501931528646,5178
Jessore,5797,4,2022,0.41926100363642593,-217.73925494128542,-230.36732830848774,302.5189095677509,1.8882196286317008,11625
Jhenaidah,5798,4,2022,0.41193390425354354,-47.50167586411371,-48.43521739137061,303.9194105187069,3.4684436484315997,8985
Khulna,5799,4,2022,-23.767182973652023,-3689.380740080281,-3826.380601508165,262.85901200245473,5.675477201838009,16836
Kushtia,5800,4,2022,0.33063586383914717,-692.6599643158391,-694.5642675765534,305.27627990316074,3.5437634337972113,7714
Magura,5801,4,2022,0.4006020679981611,-73.14199765494014,-73.9106927611707,303.95348511081244,3.319200660990437,4809
Meherpur,5802,4,2022,0.3490645492839768,-43.2922524694843,-43.8806285599335,305.53240400612646,3.3088720010449215,3120
Narail,5803,4,2022,0.378232297870436,-111.10411367428128,-111.94550871623252,303.1103625673705,1.4574669282996786,4549
Satkhira,5804,4,2022,-42.58943210149471,-4289.765784168638,-4480.49554922559,249.10978815064354,4.492574647061165,15413
Habiganj,5821,4,2022,0.3990611978072227,-888.7273375158336,-921.2064124494336,300.74907732823397,13.749766069782204,11905
Maulvibazar,5822,4,2022,0.4120012614460331,-749.161487374464,-767.1631936333031,301.15499101521596,14.65356919647419,11701
Sunamganj,5823,4,2022,0.32089605940244986,-2933.3366142364475,-3010.672205578046,263.189688345566,24.01930992492975,16708
Sylhet,5824,4,2022,0.32439272530279445,-367.54888638380135,-396.9468209778076,299.6354243012771,23.596305216894415,15819
Bogra,5805,4,2022,0.4501918125669126,-769.9359130325937,-771.6016986633975,302.3658440171886,16.164515439846983,13430
Joypurhat,5808,4,2022,0.5366932782689591,-123.99512205367334,-125.21371649024067,302.76617791102836,15.4230297709615,4572
Naogaon,5811,4,2022,0.4736371506798037,-289.2112561798916,-290.2841118159611,302.84997891861275,7.15962239954899,15831
Natore,5812,4,2022,0.36396078155918926,-267.37907436139466,-267.9750169659775,304.8230358106356,5.460982150797866,8813
Nawabganj,5813,4,2022,0.3982633175301383,-469.43283974834384,-470.1876659756716,303.2034934337481,3.2685799605446064,7588
Pabna,5815,4,2022,0.35232558741609793,-689.3068558522399,-689.8974366621886,305.0325957326856,3.928409277928111,10906
Rajshahi,5817,4,2022,0.3645158224005679,-601.909157117359,-603.5296519261958,304.0237539651812,3.8199964484870743,11068
Sirajganj,5819,4,2022,0.4000777172863019,-1380.6205612388144,-1381.3278090031733,302.2301657429309,8.213315270757828,11445
Dinajpur,5806,4,2022,0.5009740904572707,-141.2638362441567,-142.43240928855238,302.17310530005034,15.603164163697778,15870
Gaibandha,5807,4,2022,0.3729242149029609,-917.9003863839392,-918.5883064396841,301.03303804352953,22.363317884633382,10042
Kurigram,5809,4,2022,0.30622178902770253,-1301.1507967145792,-1301.6887753572682,299.3355355791485,24.137606637391965,10354
Lalmonirhat,5810,4,2022,0.42407547452590244,-76.41276557696764,-77.39177888431901,300.0569165349111,21.000854533122794,5905
Nilphamari,5814,4,2022,0.4809306504574516,-170.65244364998904,-172.09299115988728,299.9078955664919,18.422062624876247,7639
Panchagarh,5816,4,2022,0.4906758618070208,-9.582030156704484,-12.381381425465374,300.626971738586,12.95264457011127,6581
Rangpur,5818,4,2022,0.4614621979881432,-114.74748044134574,-115.84335856252054,300.96682564484604,21.073875802267462,10708
Thakurgaon,5820,4,2022,0.4771718419846618,-91.78263322780047,-92.81510891334905,301.9088882988849,12.986009098986369,8363
Barguna,5761,4,2022,-127.53778237547122,-1233.0263868045006,-1241.4044431381856,135.14423289088023,10.350784788772936,6587
Barisal,5762,5,2022,0.30017303898590486,-1696.789601662283,-1753.001585573732,302.8118116903005,9.249795568282938,11525
Bhola,5763,5,2022,-97.46244206329547,-3376.765088133996,-3395.8870851766897,154.6403806239177,6.740561188267996,10539
Jhalokati,5764,5,2022,0.39752668498484117,-261.06187296256854,-283.62890093075555,303.08232819226953,7.390707175919404,3490
Patuakhali,5765,5,2022,-50.55103141961661,-1015.0510837386206,-1017.4635855882369,261.0526511163308,15.57093887495114,11815
Pirojpur,5766,5,2022,0.34946785333018415,-607.628504046562,-673.1138386282402,303.65521049562165,6.574160437507649,5834
Bandarban,5767,5,2022,0.4683686622457718,2.6237744062926316,0.5513191872712433,303.3549218291513,11.032931082774757,20661
Brahamanbaria,5768,5,2022,0.20551962878565463,-1402.9615483962634,-1414.0870143434336,303.7815312265559,18.297922744986863,8842
Chandpur,5769,5,2022,0.2860643118197273,-1765.98533782487,-1873.2620685116644,301.5977397347319,9.701717675311317,7753
Chittagong,5770,5,2022,-45.60823731133153,-511.50633755451906,-519.0251484386201,188.98074937073568,-14.224839072926313,19719
Comilla,5771,5,2022,0.30385978927204166,-131.2340672794992,-139.42164474673396,303.21345728149265,12.660573909144414,13842
Cox's Bazar,5772,5,2022,-1147.0363689323165,-1765.4361131656133,-1771.6267809409778,-943.9137424572582,-3.451868195985359,9666
Feni,5773,5,2022,-8.988755300611421,-96.51189221880834,-102.5732143349289,294.77481354605715,13.845728774146028,4102
Khagrachhari,5774,5,2022,0.4815282537790088,-13.484866731325743,-15.442603015321046,302.0909394838307,15.364922121850926,12826
Lakshmipur,5775,5,2022,-41.7154244635244,-1740.718978850117,-1883.8923969962107,258.297000859717,11.849924279361067,6600
Noakhali,5776,5,2022,-91.79843275776177,-578.9455499878437,-797.4729048079043,141.2980683170601,-237.50108838875852,11412
Rangamati,5777,5,2022,0.44380852662420206,-620.7581327299777,-637.1002196694953,302.3931076022043,16.5650076903491,25644
Dhaka,5778,5,2022,0.26851712423880764,-1393.381647691766,-1398.4920606081173,304.9983188108221,13.055199840196343,6820
Faridpur,5779,5,2022,0.47797312497771666,-1210.3329421686296,-1211.39536837464,302.4487383254703,10.63537977242499,9324
Gazipur,5780,5,2022,0.2818464670741865,-178.8623029503152,-207.54660852762174,304.5589810368196,17.918005309366137,8062
Gopalganj,5781,5,2022,0.34082131237796026,-55.15516312659355,-151.40817066400635,303.22934957044345,7.5654394611367595,6747
Jamalpur,5782,5,2022,0.2771274375268593,-547.4979401208808,-548.0631941361823,301.5887145896348,22.827411281028066,9532
Kishoreganj,5783,5,2022,0.14553018882675722,-3507.715952113469,-3512.4433905753026,302.3036714821663,22.01076068825994,11716
Madaripur,5784,5,2022,0.4082183761097044,-938.5078358203122,-955.1019570725867,302.3087140922977,8.56594015455722,5340
Manikganj,5785,5,2022,0.3347167033713938,-1458.7895192480614,-1459.399390984716,302.6846765482499,13.36592131646522,6437
Munshiganj,5786,5,2022,0.3169289080833228,-1551.166390738815,-1602.5216335666717,302.8932343596749,10.281059839218814,4376
Mymensingh,5787,5,2022,0.25558965178072107,-44.21032162369249,-45.22400342530235,302.951323477547,22.343727312887072,19761
Narayanganj,5788,5,2022,0.24874476043194754,-1076.1238994538794,-1076.563780503467,304.2506283027877,13.34547041733238,3573
Narsingdi,5789,5,2022,0.2916034756497901,-955.8647867204467,-985.8241374178774,303.82969943256006,18.342063207968874,5395
Netrakona,5790,5,2022,0.16900025758350445,-937.5469978026102,-943.5921950024394,302.4174056894395,23.920988799721762,12870
Rajbari,5791,5,2022,0.47096235436300943,-963.8766545013232,-964.6744109522616,301.4651795552107,13.645980038910938,5246
Shariatpur,5792,5,2022,0.3460610223697359,-1864.148810089382,-1879.6285471692179,302.3980372572199,8.610986546288208,5689
Sherpur,5793,5,2022,0.28746563761387256,-96.4186440401044,-98.77188043590282,302.0756263779601,23.047129694586317,6046
Tangail,5794,5,2022,0.3057699875827978,-298.9569784213094,-304.4631039725789,251.06278822873847,19.26717591148036,15268
Bagerhat,5795,5,2022,-38.64697799109426,-1972.0163953994734,-2150.296975427334,255.42143780312173,9.510275416241692,17129
Chuadanga,5796,5,2022,0.3640033941507158,-20.266291756454798,-20.786662865083187,304.67249558679737,11.420219950115197,5178
Jessore,5797,5,2022,0.31286507318974593,-218.4350252028761,-230.55128532645548,304.1827346558707,8.630096780731652,11625
Jhenaidah,5798,5,2022,0.36537975515655347,-47.99351833810159,-48.58552091437795,303.934305240907,11.66506269534078,8985
Khulna,5799,5,2022,-29.51189464780058,-3689.57027527128,-3826.44553626908,264.16676881775004,9.079782288717952,16836
Kushtia,5800,5,2022,0.42616794245929235,-692.5444691115258,-694.5598962821991,302.81623260433116,14.236738698324608,7714
Magura,5801,5,2022,0.4542348431227002,-73.0800813699745,-73.93903181858695,302.7202994136777,11.600624217113145,4809
Meherpur,5802,5,2022,0.42310201593155317,-43.19189255100213,-43.880622877421054,303.6085732834476,12.785309216499545,3120
Narail,5803,5,2022,0.33873605401270906,-111.56261390107093,-112.0898484525172,304.5894436092795,7.703765626997806,4549
Satkhira,5804,5,2022,-53.421160406176725,-4289.910221277391,-4480.544604806219,248.51945587256014,7.776022526109815,15413
Habiganj,5821,5,2022,0.22222403580570332,-889.2158719268882,-921.3697825345986,304.60020464452856,22.415080106710022,11905
Maulvibazar,5822,5,2022,0.31518462744919323,-749.3559424595991,-767.2655302946015,304.0908449729738,24.013194473272357,11701
Sunamganj,5823,5,2022,0.06286765323973405,-2933.780599956057,-3010.83664754569,298.7746415490263,24.196778603364415,16708
Sylhet,5824,5,2022,0.13423441527632407,-368.04553424911586,-397.144220223611,303.102287022497,24.38651344764788,15819
Bogra,5805,5,2022,0.2815787501883591,-770.2920838132626,-771.6975484324648,302.39952190754786,22.09388276653726,13430
Joypurhat,5808,5,2022,0.35539760732430875,-124.34210223914141,-125.26200778640704,224.48989083074335,21.94117544719783,4572
Naogaon,5811,5,2022,0.30117649149972214,-289.8212504566432,-290.42426165511483,303.3684099543962,19.217044266810344,15831
Natore,5812,5,2022,0.39766077624128837,-267.294476401104,-267.98804102552486,302.23124753502606,17.732354730592714,8813
Nawabganj,5813,5,2022,0.33882971730844114,-469.53849342107543,-470.2124833713247,303.5315333257257,13.704544350074038,7588
Pabna,5815,5,2022,0.41456078937289154,-689.2210487434297,-689.9084307223595,299.0022323945778,15.997834552387665,10906
Rajshahi,5817,5,2022,0.367112668609153,-601.8980158759333,-603.533260237786,302.752845105125,14.93881926303693,11068
Sirajganj,5819,5,2022,0.2608568674508461,-1380.995500004096,-1381.4395806622447,300.0813828165138,19.55718583525252,11445
Dinajpur,5806,5,2022,0.32485944056266386,-141.72093026262857,-142.51216947122737,286.8845236573539,21.85528711631659,15870
Gaibandha,5807,5,2022,0.2786990024053556,-918.0865795889213,-918.6183292054153,208.79233944184534,22.83130165088589,10042
Kurigram,5809,5,2022,0.2521822792948488,-1301.1563465902927,-1301.6746046684186,299.8808108781431,22.351154725356828,10354
Lalmonirhat,5810,5,2022,0.32717932654506604,-76.56978436640442,-77.40458878324895,302.18859541894847,21.432444912897655,5905
Nilphamari,5814,5,2022,0.29659882460664183,-171.45223101364743,-172.22606551597792,243.00544170768134,21.601496944682943,7639
Panchagarh,5816,5,2022,0.4379942320523353,-9.317821819783921,-12.319155352838235,303.3721640647018,20.21181147292198,6581
Rangpur,5818,5,2022,0.33299260638084993,-114.93200798797223,-115.85808792009708,295.26031858073605,22.249455018789256,10708
Thakurgaon,5820,5,2022,0.40443232001905444,-91.81058314905258,-92.82978262190532,291.7269736096091,21.78874423907597,8363
Barguna,5761,5,2022,-135.11291261043291,-1233.0523627550272,-1241.4224021023247,135.72851803673993,14.332835415385823,6587
Barisal,5762,6,2022,-1.5195720674383675,-1697.2167723044981,-1753.1241779355314,-5341.9086419541545,21.15985829345996,11525
Bhola,5763,6,2022,-96.50662638717466,-3377.0805112462126,-3395.971629837208,-5190.983074467874,14.75775542189879,10539
Jhalokati,5764,6,2022,0.35846400642511556,-261.6144593326812,-283.77420731921967,-7618.397569423361,20.264542774644152,3490
Patuakhali,5765,6,2022,-41.4455331017551,-1015.4075336731323,-1017.5780673920752,-5930.86307880509,24.01973572172041,11815
Pirojpur,5766,6,2022,0.3406693388881271,-607.9832179694183,-673.2200345104601,-5398.061699326085,19.162898428087185,5834
Bandarban,5767,6,2022,0.5341967015134732,2.3527249445329375,0.5250429315863063,-3298.560580357266,23.833913158299172,20661
Brahamanbaria,5768,6,2022,0.177633020412405,-1403.2239936763972,-1414.1793242149054,-1996.7995087491151,24.560897163201446,8842
Chandpur,5769,6,2022,0.2686651231095715,-1766.2951476184146,-1873.35131091774,-4915.143054121911,22.70809585037631,7753
Chittagong,5770,6,2022,-46.29857364967477,-512.0214877532629,-519.1227357056526,-8195.677224302997,-3.7033976835769686,19719
Comilla,5771,6,2022,0.31768643034566924,-131.51263097554454,-139.5194780071359,-5720.374667502985,23.510272994041046,13842
Cox's Bazar,5772,6,2022,-1147.7103252090944,-1765.612596747867,-1771.666905468102,-6233.8274937612505,4.033675023161785,9666
Feni,5773,6,2022,-10.235808842008025,-96.96758691702279,-102.67701620443637,-8863.762645829733,23.98573546139717,4102
Khagrachhari,5774,6,2022,0.49266364252990563,-14.373294624622531,-15.563321560649412,-4561.972328181079,24.640343995501322,12826
Lakshmipur,5775,6,2022,-41.263955158510235,-1741.0806635722809,-1883.968116182496,-5403.670642750471,22.91639606732947,6600
Noakhali,5776,6,2022,-103.38270690863926,-579.4097247416104,-797.5940715822136,-7034.680439841804,-231.23063669828997,11412
Rangamati,5777,6,2022,0.4958075162883624,-621.0056112282588,-637.1242451047523,-1928.342858345138,24.742744043659393,25644
Dhaka,5778,6,2022,0.2985770052655881,-1393.5827919365217,-1398.5526616690388,-8028.016351078198,23.883751149084024,6820
Faridpur,5779,6,2022,0.42634133244686345,-1210.9596426259063,-1211.4995634246275,-6416.238455426869,20.494577364563536,9324
Gazipur,5780,6,2022,0.3285490551668391,-179.2380616585412,-207.66459521584287,-8318.228703463084,25.248024529872808,8062
Gopalganj,5781,6,2022,0.3839064764007352,-55.34298691451437,-151.47002321968586,-7310.011297461948,17.458135809030242,6747
Jamalpur,5782,6,2022,0.23510099884106023,-547.9868241604786,-548.2246239185097,-7165.028152315546,25.27150189873449,9532
Kishoreganj,5783,6,2022,-199.56627832142323,-3507.9445956189556,-3512.5301231623434,-3787.475764807515,25.262648673350455,11716
Madaripur,5784,6,2022,0.3784358077570695,-938.7851471013729,-955.1847137074153,-4642.067776447604,20.02709059893623,5340
Manikganj,5785,6,2022,0.29769024070237554,-1459.1870298866813,-1459.5059321608942,-6312.156953951309,23.332121960919554,6437
Munshiganj,5786,6,2022,0.28513565865626983,-1551.4633884479647,-1602.6123430741582,-2823.8229686233453,22.08461968063049,4376
Mymensingh,5787,6,2022,0.25323063705011595,-44.6259891652318,-45.377472721975536,-9454.208847178897,25.323898381024367,19761
Narayanganj,5788,6,2022,0.28329745479931473,-1076.2978093352892,-1076.6240302368865,-5907.393702856666,24.183847283727367,3573
Narsingdi,5789,6,2022,0.2763188744159424,-956.2864104733217,-985.9540385986883,-6094.089062645874,25.106433077605075,5395
Netrakona,5790,6,2022,-173.61950232071874,-938.0626525975046,-943.7787619163776,-6232.893446348715,25.324172010769548,12870
Rajbari,5791,6,2022,0.43300371958304,-964.1274127237166,-964.7347381181946,-4987.248625811553,21.497395505035456,5246
Shariatpur,5792,6,2022,0.35223496778461344,-1864.4293174952102,-1879.7018008224604,-2768.978381459059,21.00095340811825,5689
Sherpur,5793,6,2022,0.22478333690421073,-97.08009242509057,-98.98802420313879,-9999.0,25.29913261346164,6046
Tangail,5794,6,2022,0.2810825480389679,-299.4677991798574,-304.63544369942673,-7817.789392474842,25.26267238326779,15268
Bagerhat,5795,6,2022,-41.22360559195345,-1972.2098691812964,-2150.3450034685734,-5577.927353695683,18.987358691634203,17129
Chuadanga,5796,6,2022,0.3967844010766634,-20.178504759102598,-20.77128232770613,-1207.0370089801352,16.34652126378897,5178
Jessore,5797,6,2022,0.316869459592305,-218.7415346784264,-230.6509035995251,-8602.064450304018,14.48398992283983,11625
Jhenaidah,5798,6,2022,0.37280473033145106,-48.15981134750794,-48.642778830166826,-7399.4213730535075,16.891522791922718,8985
Khulna,5799,6,2022,-27.662425609373237,-3689.745262400903,-3826.4929493956124,-6614.251762172148,17.495673784748032,16836
Kushtia,5800,6,2022,0.40809049836935674,-692.5007822293126,-694.5690290387315,-3824.429794984847,20.976063747964428,7714
Magura,5801,6,2022,0.43854801831306534,-73.5509149675837,-74.05289470887311,-7345.395819015239,18.54475699340558,4809
Meherpur,5802,6,2022,0.4207486070930594,-43.210985191122454,-43.900961008106236,-2581.852212868097,16.74618768278809,3120
Narail,5803,6,2022,0.3681004913361615,-111.71036066806738,-112.1432443242517,-6765.906630578397,15.659256737789258,4549
Satkhira,5804,6,2022,-40.63221441635643,-4290.030974676748,-4480.587134647606,-6696.412009955423,16.16934620141281,15413
Habiganj,5821,6,2022,-6.872340007214773,-889.5365077467302,-921.4758307823076,-4595.061987973284,25.14254138148682,11905
Maulvibazar,5822,6,2022,0.2571329522626339,-749.9859570984177,-767.4112548778669,-7135.908863640648,25.260990208441672,11701
Sunamganj,5823,6,2022,-6.673467165219526,-2934.069716986173,-3010.9443834508093,-4507.736369270444,25.3412679249794,16708
Sylhet,5824,6,2022,-3.159816561640446,-368.49939000397757,-397.29637016772784,-6510.253103681727,25.353555432749065,15819
Bogra,5805,6,2022,0.25533533101833256,-770.7814917890132,-771.8498497423246,-7942.106016871023,25.215542823459714,13430
Joypurhat,5808,6,2022,0.2088366522757689,-125.29235735875912,-125.53850823019172,-9221.00441728648,25.21919776150442,4572
Naogaon,5811,6,2022,0.24944844637768945,-290.32929836018974,-290.6002531759884,-8783.15293181706,24.78137408653839,15831
Natore,5812,6,2022,0.3560276860076626,-267.5701500838273,-268.0829629549719,-8433.571917279085,24.433295091152345,8813
Nawabganj,5813,6,2022,0.2873210926483901,-470.03996931281847,-470.3828014285393,-1349.5662370624348,19.941347295776293,7588
Pabna,5815,6,2022,0.3938171300833497,-689.3667922914071,-689.9655666596815,-3905.847256371243,23.9363878004589,10906
Rajshahi,5817,6,2022,0.2908263367495462,-602.3858503714735,-603.6917059364437,-8193.370155768607,21.00350348593511,11068
Sirajganj,5819,6,2022,0.22461780752656857,-1381.3189183621305,-1381.5525598017045,-5453.2379705380945,25.163596195678135,11445
Dinajpur,5806,6,2022,0.21463070173686538,-142.6295364280565,-142.80522732806983,-9997.275389120368,25.2877210016456,15870
Gaibandha,5807,6,2022,0.21697017926885803,-918.5848509394684,-918.789137416334,-6871.7161771651845,25.015319210270977,10042
Kurigram,5809,6,2022,0.16273898245024918,-1301.7339801096296,-1301.873029234109,-4013.4387033687026,24.66891476641762,10354
Lalmonirhat,5810,6,2022,0.18051636578588062,-77.55508440628583,-77.71190787867685,-9136.15299120918,25.193877862521482,5905
Nilphamari,5814,6,2022,0.1915963236232106,-172.3137249318532,-172.50296652385518,-9591.921087794633,25.288045705982135,7639
Panchagarh,5816,6,2022,0.19198206031003306,-10.845680535720572,-12.728771420152214,-9999.0,25.167382441966495,6581
Rangpur,5818,6,2022,0.22581321329143775,-116.01627474089504,-116.18138493661255,-9974.47337380165,25.240658206600635,10708
Thakurgaon,5820,6,2022,0.22183434722514392,-92.94684754847943,-93.1728757199404,-9999.0,25.235503771419015,8363
Barguna,5761,6,2022,-136.06177482273597,-1233.3104789710471,-1241.5114103631304,-6100.8965887663835,22.862001428115335,6587
Barisal,5762,7,2022,-70.70977474379768,-1696.7621189340623,-1752.9992734356351,-466.8826544669115,24.18348049151923,11525
Bhola,5763,7,2022,-659.3961706251666,-3376.7823138977897,-3395.8893940824914,-538.7240256891059,15.817932027496258,10539
Jhalokati,5764,7,2022,0.3841309504535451,-261.2009451073727,-283.65714062617576,-1289.987688477355,24.558986817891657,3490
Patuakhali,5765,7,2022,-56.643247454684335,-1015.1783437058145,-1017.4997663622577,-1113.8272878501296,24.985617580369727,11815
Pirojpur,5766,7,2022,0.38310472528395617,-607.6348129026194,-673.1217348990716,-1060.8125611100313,24.749556294265233,5834
Bandarban,5767,7,2022,0.667391895946217,3.6959136517601663,0.6907379143952439,294.94628417234173,24.43446503949883,20661
Brahamanbaria,5768,7,2022,-31.919340008099542,-1402.9825777285407,-1414.0943414335534,-1109.932045083022,23.95213308710276,8842
Chandpur,5769,7,2022,-152.52638861190158,-1765.6545502155009,-1873.1874778079289,-1485.110091859937,22.902757352353806,7753
Chittagong,5770,7,2022,-44.91243951468691,-511.44178189483705,-518.9968333482375,-728.6227491759365,-2.9375161573049997,19719
Comilla,5771,7,2022,-3.2780282686189772,-130.9721454629271,-139.35684270474104,-4652.638209359357,23.180371442883676,13842
Cox's Bazar,5772,7,2022,-1162.4055684307523,-1765.073898386556,-1771.5559732026159,-1348.426355195508,4.999814577047573,9666
Feni,5773,7,2022,-4.68541771688428,-96.65232305266065,-102.59236932844743,-1856.994925238435,24.47665822697508,4102
Khagrachhari,5774,7,2022,0.6003451970919214,-13.248605674228692,-15.399369417043083,220.18207504606164,25.003498241248387,12826
Lakshmipur,5775,7,2022,-232.77081767380798,-1740.7400270941234,-1883.8908995052336,-2178.2899780479524,23.430426766419913,6600
Noakhali,5776,7,2022,-152.34392889794756,-578.9108027805142,-797.4591380866746,-1452.2970831865573,-231.72767857736642,11412
Rangamati,5777,7,2022,-6.214721939725469,-619.7651484559833,-636.960180665443,283.90243912238424,25.062055343900305,25644
Dhaka,5778,7,2022,0.3379630148219054,-1393.2433393618116,-1398.4565432121503,-4609.724288578575,24.183205757813827,6820
Faridpur,5779,7,2022,0.3337001851066909,-1210.8273469001952,-1211.495883213767,-2932.986605051015,23.97379524564481,9324
Gazipur,5780,7,2022,0.4002297814039256,-178.55138700144,-207.4649380042437,-4636.071829184012,24.524371524773137,8062
Gopalganj,5781,7,2022,0.41074616537958913,-54.85787290054756,-151.34639462945148,-1204.7239300633123,22.78463003667947,6747
Jamalpur,5782,7,2022,0.2929218436372237,-547.6631786009543,-548.1122882896619,-4914.446352739085,23.527634805102704,9532
Kishoreganj,5783,7,2022,-602.9941026647608,-3507.7050630505523,-3512.446738842417,-2463.8356450008496,24.7883022652545,11716
Madaripur,5784,7,2022,0.25816071992051226,-938.558389044392,-955.1201004963289,12.70802586833719,24.286893152634995,5340
Manikganj,5785,7,2022,0.34623596992964323,-1458.8262613370277,-1459.4077801959595,-3523.789122512711,24.231090040849338,6437
Munshiganj,5786,7,2022,-66.54334063372846,-1551.0816295279008,-1602.4980695785644,-1524.19620533976,23.76357737445006,4376
Mymensingh,5787,7,2022,0.33408160384656904,-44.016828151215435,-45.163272073312086,-7396.23169237898,24.52802472604326,19761
Narayanganj,5788,7,2022,-5.784304713360765,-1075.9920888637569,-1076.5162869868016,-2433.845159213244,23.863681593975258,3573
Narsingdi,5789,7,2022,0.3703748381167525,-955.8580929763116,-985.8204137645578,-3976.5644961863704,24.096740822118743,5395
Netrakona,5790,7,2022,-139.14556510309262,-937.7738549252472,-943.66267013713,-3674.3345383024866,25.063789114331495,12870
Rajbari,5791,7,2022,0.3174456944563202,-964.1115133733817,-964.7408649568233,-3465.7682609413946,24.218160713137433,5246
Shariatpur,5792,7,2022,-67.91957648236836,-1864.2635263953111,-1879.6456257616542,-365.40625863629674,23.855795363521374,5689
Sherpur,5793,7,2022,0.2795060705928801,-96.66404230748765,-98.84207186694242,-7635.3265806624295,24.24625532925738,6046
Tangail,5794,7,2022,0.369813213661832,-298.86339461709514,-304.4569994584846,-2547.186493054169,24.02000856165611,15268
Bagerhat,5795,7,2022,-45.36281954064045,-1971.6967298850784,-2150.247415306532,-430.94508355520964,24.732226632830024,17129
Chuadanga,5796,7,2022,0.4506345302920671,-19.83828934708447,-20.69809272696179,-2231.283592006674,17.736327518178143,5178
Jessore,5797,7,2022,0.32759787423349257,-218.3904065081741,-230.55634584786287,-3494.2065721682275,20.752962932430727,11625
Jhenaidah,5798,7,2022,0.3636644901991717,-47.88131172828901,-48.567142613416806,-4462.394772091602,21.57140743619956,8985
Khulna,5799,7,2022,-25.381160534730054,-3689.4685341991553,-3826.423783523537,-1929.787100338121,24.55752951998233,16836
Kushtia,5800,7,2022,0.36438418305523756,-692.4492392786821,-694.556467043221,-2248.127255976706,22.847023886762667,7714
Magura,5801,7,2022,0.3462632736725899,-73.29491361591747,-74.0054808486786,-2136.234529982386,22.603227071943145,4809
Meherpur,5802,7,2022,0.3814273113196181,-43.14207312911969,-43.8891143911192,-3838.2904668068013,17.74455343762149,3120
Narail,5803,7,2022,0.3860150019053946,-111.30811522570934,-112.04352963095641,-1416.9905438175501,19.687432856371217,4549
Satkhira,5804,7,2022,-40.99045958895047,-4289.822010799822,-4480.530536143158,-1506.666331947244,24.106228832705455,15413
Habiganj,5821,7,2022,-231.17098588272128,-889.3163001746518,-921.4068414619567,-1277.8001114502574,24.837369980649505,11905
Maulvibazar,5822,7,2022,-15.946839763869495,-749.4575431391276,-767.2677111646991,-1488.289483091579,25.051391696506258,11701
Sunamganj,5823,7,2022,-401.4525515173114,-2933.948691679251,-3010.8954941888483,6.215705588086188,25.140839819742048,16708
Sylhet,5824,7,2022,-58.74170477874713,-368.1232142920947,-397.1591567682575,-73.16575308178733,25.17941636016013,15819
Bogra,5805,7,2022,0.26709105251620535,-770.5819568076635,-771.770256501193,-6444.156348307268,23.020467460571197,13430
Joypurhat,5808,7,2022,0.27445513892868023,-124.9869803093713,-125.4166699478336,-7860.665730200587,21.74833321546017,4572
Naogaon,5811,7,2022,0.30432126490897454,-290.015191039941,-290.4821273682908,-5714.352635554684,20.93829037370997,15831
Natore,5812,7,2022,0.3483544818962716,-267.4162250746603,-268.0327483787373,-4811.8995125923775,22.459858544502943,8813
Nawabganj,5813,7,2022,0.3618893141231672,-469.64837580725583,-470.249154935624,-1787.6785351958488,18.860953652844568,7588
Pabna,5815,7,2022,0.34785559453651904,-689.290318144717,-689.9473157735363,-2469.456485497923,23.858022300393152,10906
Rajshahi,5817,7,2022,0.31738741892411076,-602.1225737759333,-603.5982104323158,-3004.3927331221585,20.191096481327598,11068
Sirajganj,5819,7,2022,-3.361332294804573,-1381.0539745995213,-1381.4587407173908,-3268.565894577833,23.812997730033125,11445
Dinajpur,5806,7,2022,0.2553200333177638,-142.33252673717325,-142.6829123860813,-8209.95236820891,21.089673686430665,15870
Gaibandha,5807,7,2022,0.26570685309098296,-918.2458296773005,-918.6642017280061,-5855.02998372563,22.25595600596378,10042
Kurigram,5809,7,2022,0.23295380471087856,-1301.390601491284,-1301.7406944694148,-1615.9247781989468,23.656887274720454,10354
Lalmonirhat,5810,7,2022,0.2774937078660449,-77.26608009105908,-77.59445199780546,-5461.942473339405,23.65649347019521,5905
Nilphamari,5814,7,2022,0.2567979897979396,-172.1066273365492,-172.41502549180862,-7338.971941711515,22.547486959081,7639
Panchagarh,5816,7,2022,0.31187753582316713,-10.645764048201453,-12.64959286993007,-8848.245830547989,23.936107344837335,6581
Rangpur,5818,7,2022,0.30394307222521766,-115.55990772481888,-116.00645421016776,-6589.813937551996,22.084753319542678,10708
Thakurgaon,5820,7,2022,0.29480426203041205,-92.6232300472486,-93.04625497998273,-7114.733856535493,22.232792169272674,8363
