ADM2_NAME,ADM2_CODE,Month,Year,EVI_mean,LAI_mean,FPAR_mean,LST_Kelvin_mean,Soil_Moisture_mm_mean,FPAR_count
Nilphamari,5814,3,2022,0.382735783939839,-170.94401273416125,-172.07971688933858,301.78775611946645,3.9745150324619622,7639
Panchagarh,5816,3,2022,0.32168544866633214,-10.016050839271188,-12.421598012982178,303.49914323295184,3.915126267863782,6581
Rangpur,5818,3,2022,0.33462661601138877,-114.95657206038985,-115.81969036412713,302.6840495831028,5.157736177985399,10708
Thakurgaon,5820,3,2022,0.3240247326317399,-92.08007233450456,-92.84118780542998,303.15213656438317,4.861736452807289,8363
Barguna,5761,3,2022,-75.30448621390077,-1233.1621274254178,-1241.4239146347093,136.68710814840034,10.533710937779492,6587
Barisal,5762,4,2022,0.3766319503688202,-1696.7104968893266,-1752.971411540877,301.2821742922068,2.9205844026739882,11525
Bhola,5763,4,2022,-107.28328080458421,-3376.7314179081673,-3395.8774411656404,145.32103815443506,1.9003384747490655,10539
Jhalokati,5764,4,2022,0.42344881740970935,-261.1456913452286,-283.6208996295099,301.23460641411117,2.0652057081903323,3490
Patuakhali,5765,4,2022,-39.02058415513107,-1015.068020994093,-1017.4577271785904,261.0042410236408,10.377901751264806,11815
Pirojpur,5766,4,2022,0.39725753565733973,-607.5901660144368,-673.0908727789023,301.4283626998905,1.9731548777040389,5834
Bandarban,5767,4,2022,0.3824165975338056,2.2491599749349196,0.5645614696896447,304.8749676020621,2.3988721117050495,20661
Brahamanbaria,5768,4,2022,0.3676086107188971,-1402.657221111595,-1413.9743351320851,301.77011616408754,7.790449377946193,8842
Chandpur,5769,4,2022,0.37371408479742185,-1765.7874992132836,-1873.184677795573,300.943654109834,2.2584482505784216,7753
Chittagong,5770,4,2022,-41.37197624417963,-511.71480033085993,-519.0221024911916,262.65845888037364,-21.318613625311727,19719
Comilla,5771,4,2022,0.41465698662500666,-130.8882317158308,-139.3016385688258,301.74158472779544,4.147681246670496,13842
Cox's Bazar,5772,4,2022,-1111.9730163440963,-1765.3527629751634,-1771.5778637245116,-947.3057612595991,-7.290346491379828,9666
Feni,5773,4,2022,-10.602882245705189,-96.45211071074922,-102.51233563683073,271.6152508906063,4.845124072696839,4102
Khagrachhari,5774,4,2022,0.4080973506335806,-13.777530979847858,-15.4400847433481,295.03026138354596,3.1987392097288425,12826
Lakshmipur,5775,4,2022,-29.98699343980163,-1740.3112941001475,-1883.7905555302793,249.7972531637326,3.652471350479609,6600
Noakhali,5776,4,2022,-102.18829244390109,-578.874915924457,-797.426266097029,145.8781790675069,-242.75827042496832,11412
Rangamati,5777,4,2022,0.37773733181210517,-620.9107549033813,-637.0790382764004,299.81781647119993,2.7920460745851434,25644
Dhaka,5778,4,2022,0.346656617037189,-1393.2375955413586,-1398.4224698469586,303.8436888655498,4.886333997495443,6820
Faridpur,5779,4,2022,0.35697027623614147,-1210.9459014856511,-1211.4657304007947,304.74230376512054,3.729867997429691,9324
Gazipur,5780,4,2022,0.39589600022733773,-178.67878850185394,-207.45066139752535,302.83518925627715,6.40584551144207,8062
Gopalganj,5781,4,2022,0.4318095322601165,-54.516173572674155,-151.26726092628712,302.3632323043247,1.358733982118018,6747
Jamalpur,5782,4,2022,0.4039936869508406,-547.1924036820305,-547.9986140460967,301.02044655416273,21.07613537520668,9532
Kishoreganj,5783,4,2022,0.36987558204180876,-3507.372400662663,-3512.3287554198387,170.29095690917347,12.487958111566732,11716
Madaripur,5784,4,2022,0.37911703409189323,-938.6843543431346,-955.1313296355531,303.2014538688754,1.7037425554772323,5340
Manikganj,5785,4,2022,0.3765490643654365,-1458.608531539932,-1459.3207765999464,302.72285976020345,4.340367698035357,6437
Munshiganj,5786,4,2022,0.3441402674483164,-1551.2372889692288,-1602.5166691889358,303.14311789095876,3.228372735847804,4376
Mymensingh,5787,4,2022,0.4282991215207726,-43.463378650860115,-45.0211506835949,222.25660576989654,16.923311043941442,19761
Narayanganj,5788,4,2022,0.34697248717178353,-1075.9944475275345,-1076.491744236876,303.394299637295,5.16717771648688,3573
Narsingdi,5789,4,2022,0.41087119105666736,-955.6817256731331,-985.7377815171724,302.1236362117524,6.485354685927045,5395
Netrakona,5790,4,2022,0.411840873041941,-936.8315822161388,-943.3903427750475,123.00709150728039,22.903431317126707,12870
