ADM1_NAME,ADM2_NAME,NDVI_Month_1,NDVI_Month_2,NDVI_Month_3,NDVI_Month_4,NDVI_Month_5,NDVI_Month_6,NDVI_Month_7,NDVI_Month_8,NDVI_Month_9,NDVI_Month_10,NDVI_Month_11,NDVI_Month_12,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season
Sylhet,Sunamganj,0.41950741415909687,0.587227820805883,0.6346737759986838,0.5102535560790483,0.14566385574496313,0.04491371636305336,0.13641512210079224,0.19330491024716323,0.2678805065686675,0.46284658794698685,0.3637564325765462,0.3011689060237603,0.5381288015842643,0.12871420634464292,0.2884012337461732,0.247540796028349,0.4039139435212111
Sylhet,Sylhet,0.4747646337951391,0.5022991384389274,0.5220081830083789,0.5559520795303401,0.2614369512790311,0.17302726716834674,0.36633872303814247,0.46745017339661366,0.5836431501095047,0.6340835870691847,0.5817601621884717,0.47086308389805437,0.5137563695570628,0.3179684855889197,0.552985341400168,0.19681863785884315,0.5073219958540346
Rajshahi,Bogra,0.4555554126646885,0.42942093215776134,0.608660234169212,0.5808740403514571,0.43765578512922865,0.39824884082713613,0.4112819117071131,0.5521308040881724,0.6486831837635159,0.7015261208600259,0.5234588380366095,0.41453466389721516,0.5184046096899845,0.4498387738259802,0.5470473734523444,0.16118955929041046,0.5049116575653467
Rajshahi,Joypurhat,0.5874517680261069,0.4201123264813536,0.6081608840300535,0.6916397868709435,0.5579111721418278,0.32397153323059197,0.4280654118213672,0.6115693515360305,0.7098534502249328,0.735817240155473,0.5596123744943161,0.4413107996192519,0.576841191352114,0.4803793358094742,0.5939076982835519,0.18135259349087257,0.556648565753531
Rajshahi,Naogaon,0.43124028124811153,0.44494240463293505,0.6864823134869685,0.6387454838167621,0.48143898283691977,0.3869597073817604,0.447457404092959,0.6407099294278459,0.7088719145577883,0.7162774968839333,0.568053326681211,0.41815349175399635,0.550377981934873,0.4891663069474765,0.5859636841684772,0.17724255987037285,0.5144105643649991
Rajshahi,Natore,0.508730391689486,0.6063235791922674,0.6277254238688595,0.5157196394194672,0.576646387932097,0.5265044419394452,0.5174398654558825,0.5269473252520489,0.6147191942635776,0.6828823594659719,0.5555957231798322,0.45421039994261064,0.5645145552897888,0.5370510628079287,0.5596065734900183,0.148182460316092,0.5284981710714487
Rajshahi,Nawabganj,0.4916361629077077,0.4860428016717186,0.5882509098089996,0.57062725190207,0.547525243734131,0.39532921583436215,0.5000940637278903,0.570602579278658,0.6044361001552152,0.6505255179249062,0.5580514392697632,0.47152170959360906,0.5339908421817714,0.5034290466005715,0.5566009800338194,0.14267977166902177,0.49689291856411993
Rajshahi,Pabna,0.5456428232451931,0.519563470143576,0.5385286777794334,0.4971547176423023,0.5937555337971128,0.5545676316952723,0.5136780578266871,0.5388537510336958,0.6010273240862759,0.6230127787397894,0.5284834298826357,0.4820923973603184,0.5250351555000569,0.5504458357902016,0.5476562524168123,0.13144245847463282,0.505964880904689
Rajshahi,Rajshahi,0.528027031619871,0.4967441158321609,0.5402751825220684,0.5263282495063415,0.5508522529451291,0.4240243571187035,0.47038113069862364,0.5517710623497913,0.5811014255298662,0.6342650840872484,0.5235477412822351,0.4524782939135452,0.5226345247435189,0.49928631480082647,0.5338363788266013,0.13700550294766492,0.4958730691302083
Rajshahi,Sirajganj,0.45057114073549537,0.4049431951156192,0.5673841981867526,0.518789471094021,0.38462400770980487,0.35520205290744855,0.41381943948106786,0.43796602433969506,0.47260400297256006,0.5540318279992388,0.4403445707140926,0.44776431831239527,0.4852861990663018,0.39823783904635957,0.46059590661173516,0.14832536776326027,0.4460818974830753
Rangpur,Dinajpur,0.4435476234377987,0.4395079155273626,0.6077753318050183,0.68992409363596,0.521814836098919,0.3491703643327798,0.4329112806827395,0.6263003087053379,0.7057740855130634,0.7409113349954222,0.5854578973260528,0.3800413356105667,0.5451894246690607,0.482549462755625,0.5833490484873333,0.18123325539304988,0.5281915293711376
Rangpur,Gaibandha,0.37403940225937393,0.4159266644971966,0.5738226869779507,0.505154550150898,0.47179864464552895,0.34102768748010776,0.45202472136710714,0.5121200365676531,0.5583587944252552,0.6486555861126811,0.5155299470042061,0.3722364953323508,0.4671016647263122,0.4441742270706738,0.5001389511903208,0.15472066254920994,0.4557992937342675
Rangpur,Kurigram,0.36878758782459703,0.38426487307714463,0.5077810351333705,0.4554113971626608,0.42154997414499623,0.2812291229051764,0.44205891650761614,0.4580400771479169,0.5429795455628171,0.6007360370531796,0.4905514188382295,0.3714973102651977,0.42874331933883647,0.3997487276922523,0.4835958767096172,0.1511405800335064,0.43120539155465953
Rangpur,Lalmonirhat,0.5116694920374558,0.5913065092607028,0.6214577882096579,0.6110225527996369,0.5356997752167024,0.31368508990356425,0.4909749836133377,0.6002761735022364,0.6879476954722447,0.687120846301128,0.5264075613969369,0.3947747561957553,0.5838663220141845,0.4851549612495133,0.5578388722640579,0.1707914258646965,0.5212797552214605
Rangpur,Nilphamari,0.4855934226893472,0.5263342366477705,0.6482703864965483,0.659717881313164,0.4794176105483453,0.3224821873024998,0.4609574857201775,0.629197807776375,0.6893575500704382,0.7069009170600645,0.5545889434698604,0.41134141905103766,0.5799791279098848,0.47296594539910397,0.5738139290447198,0.17412583092041842,0.528400004934544
Rangpur,Panchagarh,0.48787279582691695,0.4930133579081018,0.5620632733820616,0.7340834333620215,0.6517715498292992,0.32675634780865226,0.5882944060817021,0.5738945136718158,0.7583181574414118,0.7479645430055041,0.5845321100542904,0.4171702574345445,0.5692582151197677,0.5351792043478689,0.6097122567727186,0.17460790430073042,0.5399551695014551
Rangpur,Rangpur,0.4866075358555142,0.495923854837689,0.5828828147386165,0.6200407783079471,0.5482070512684921,0.3550580333567896,0.5270836643021843,0.6334500507709743,0.6933215514987715,0.759244273841403,0.6137028984310108,0.4016940871627835,0.5463639496192437,0.5159499213485772,0.5966246851311496,0.1686237809467735,0.5429226351930577
Rangpur,Thakurgaon,0.5577353126992448,0.5617548538556129,0.5710807374762015,0.6712387726965847,0.6238679141495674,0.35587179322736395,0.49696546999747987,0.6300984705496788,0.7499189412133099,0.7096127578029945,0.5383834319736367,0.4156444517011263,0.5904524191819107,0.5267002736359644,0.588214370059479,0.1691708794059013,0.5486482086136942
Barisal,Barguna,0.40942844663477407,0.3911713475546659,0.43483120198900976,0.4866432687444724,0.4610361313714412,0.4611812173005259,0.5592562769715815,0.46597346502759335,0.5487346611518846,0.7072191328224128,0.6912280314170568,0.5058433615098582,0.42502245515639847,0.48302892175281664,0.5890137943045062,0.14540235205495336,0.4538659041219495
