ADM2_NAME,ADM1_NAME,Month,Year,Salinity_Index_Raw
Chuadanga,Khulna,9,2022,899.6799991148946
Jessore,Khulna,9,2022,667.6557622686812
Jhenaidah,Khulna,9,2022,741.6410328714635
Khulna,Khulna,9,2022,597.2193121635091
Kushtia,Khulna,9,2022,795.0417768512322
Magura,Khulna,9,2022,779.1332430553987
Meherpur,Khulna,9,2022,909.5486282810238
Narail,Khulna,9,2022,602.3486817962008
Satkhira,Khulna,9,2022,627.5183346084394
Habiganj,Sylhet,9,2022,682.9066489897564
Maulvibazar,Sylhet,9,2022,501.28834065845143
Sunamganj,Sylhet,9,2022,658.8381175359224
Sylhet,Sylhet,9,2022,628.0192528627613
Bogra,Rajshahi,9,2022,793.4653311668852
Joypurhat,Rajshahi,9,2022,604.043397585233
Naogaon,Rajshahi,9,2022,717.8254043564905
Natore,Rajshahi,9,2022,878.7449397834421
Nawabganj,Rajshahi,9,2022,881.3090642557227
Pabna,Rajshahi,9,2022,847.2713573603602
Rajshahi,Rajshahi,9,2022,855.7079802661667
Sirajganj,Rajshahi,9,2022,967.8747458341954
Dinajpur,Rangpur,9,2022,651.0295760334844
Gaibandha,Rangpur,9,2022,637.8874542260788
Kurigram,Rangpur,9,2022,661.8984150093377
Lalmonirhat,Rangpur,9,2022,664.3041571924032
Nilphamari,Rangpur,9,2022,641.0299814614966
Panchagarh,Rangpur,9,2022,711.9997999824868
Rangpur,Rangpur,9,2022,556.8829679705599
Thakurgaon,Rangpur,9,2022,669.0165206755462
Barguna,Barisal,9,2022,720.1442238570901
Barisal,Barisal,10,2022,543.4032653702308
Bhola,Barisal,10,2022,637.7404584583569
Jhalokati,Barisal,10,2022,395.8698847346728
Patuakhali,Barisal,10,2022,467.040981718232
Pirojpur,Barisal,10,2022,425.9762974931681
Bandarban,Chittagong,10,2022,335.1065990830957
Brahamanbaria,Chittagong,10,2022,658.785049069853
Chandpur,Chittagong,10,2022,521.9522787242382
Chittagong,Chittagong,10,2022,435.5361168245279
Comilla,Chittagong,10,2022,512.6143962216299
Cox's Bazar,Chittagong,10,2022,457.7228142169323
Feni,Chittagong,10,2022,458.0596962142436
Khagrachhari,Chittagong,10,2022,367.7647192148571
Lakshmipur,Chittagong,10,2022,510.7332116537547
Noakhali,Chittagong,10,2022,476.33469611769385
Rangamati,Chittagong,10,2022,332.39744657185156
Dhaka,Dhaka,10,2022,791.854993401786
Faridpur,Dhaka,10,2022,588.9198770396114
Gazipur,Dhaka,10,2022,668.5447955503552
Gopalganj,Dhaka,10,2022,487.8576640587158
Jamalpur,Dhaka,10,2022,572.6173395284237
Kishoreganj,Dhaka,10,2022,708.6521898168712
Madaripur,Dhaka,10,2022,597.1973520960978
Manikganj,Dhaka,10,2022,741.8075042084498
Munshiganj,Dhaka,10,2022,681.0315657867858
Mymensingh,Dhaka,10,2022,463.4189413304995
Narayanganj,Dhaka,10,2022,792.2249739022624
Narsingdi,Dhaka,10,2022,693.1310434504401
Netrakona,Dhaka,10,2022,547.8051279050754
Rajbari,Dhaka,10,2022,533.246894263088
Shariatpur,Dhaka,10,2022,642.0230327169878
Sherpur,Dhaka,10,2022,452.8808301148506
Tangail,Dhaka,10,2022,558.5338435334191
Bagerhat,Khulna,10,2022,500.81278973452424
Chuadanga,Khulna,10,2022,548.9075324529916
Jessore,Khulna,10,2022,405.82402779552336
Jhenaidah,Khulna,10,2022,399.83501976975464
Khulna,Khulna,10,2022,510.9541501635605
Kushtia,Khulna,10,2022,552.650566283542
Magura,Khulna,10,2022,425.5046776630689
Meherpur,Khulna,10,2022,522.8604655207153
Narail,Khulna,10,2022,497.5745293400828
Satkhira,Khulna,10,2022,465.854101610755
Habiganj,Sylhet,10,2022,540.3634861202056
Maulvibazar,Sylhet,10,2022,460.00461945098476
Sunamganj,Sylhet,10,2022,646.3928524764276
Sylhet,Sylhet,10,2022,543.6087663333735
Bogra,Rajshahi,10,2022,534.7140963081838
Joypurhat,Rajshahi,10,2022,428.4209668319773
Naogaon,Rajshahi,10,2022,469.13920248689396
Natore,Rajshahi,10,2022,510.3308626990762
Nawabganj,Rajshahi,10,2022,583.1802278166288
Pabna,Rajshahi,10,2022,542.4103621552691
Rajshahi,Rajshahi,10,2022,577.1568058816431
Sirajganj,Rajshahi,10,2022,676.5947735158162
Dinajpur,Rangpur,10,2022,464.67461321277983
Gaibandha,Rangpur,10,2022,578.3145389088462
Kurigram,Rangpur,10,2022,615.2287811555502
Lalmonirhat,Rangpur,10,2022,493.4669330290988
Nilphamari,Rangpur,10,2022,485.9348016132572
Panchagarh,Rangpur,10,2022,449.496841328273
Rangpur,Rangpur,10,2022,466.31987683753187
Thakurgaon,Rangpur,10,2022,483.5882077618247
Barguna,Barisal,10,2022,501.70389153333025
Barisal,Barisal,11,2022,492.4356851387193
Bhola,Barisal,11,2022,579.548571738241
Jhalokati,Barisal,11,2022,347.10680025976257
Patuakhali,Barisal,11,2022,434.2179638056266
Pirojpur,Barisal,11,2022,380.2459993194063
Bandarban,Chittagong,11,2022,345.7337150440316
Brahamanbaria,Chittagong,11,2022,602.2442397922237
Chandpur,Chittagong,11,2022,513.944973702008
Chittagong,Chittagong,11,2022,462.2430810593274
Comilla,Chittagong,11,2022,467.34585419463565
Cox's Bazar,Chittagong,11,2022,543.7756793189701
Feni,Chittagong,11,2022,481.2570656371161
Khagrachhari,Chittagong,11,2022,326.7248107549901
Lakshmipur,Chittagong,11,2022,499.71173531131444
Noakhali,Chittagong,11,2022,502.5547955582724
Rangamati,Chittagong,11,2022,325.20030072601554
Dhaka,Dhaka,11,2022,670.3842212067589
Faridpur,Dhaka,11,2022,561.371652768393
Gazipur,Dhaka,11,2022,460.2716259480549
Gopalganj,Dhaka,11,2022,402.9735066815178
Jamalpur,Dhaka,11,2022,636.9374926275707
Kishoreganj,Dhaka,11,2022,668.6794242426776
Madaripur,Dhaka,11,2022,565.3116040216639
Manikganj,Dhaka,11,2022,686.1705663055703
Munshiganj,Dhaka,11,2022,613.3093750885727
Mymensingh,Dhaka,11,2022,526.4033845614939
Narayanganj,Dhaka,11,2022,638.1025904302965
Narsingdi,Dhaka,11,2022,466.0185528645958
Netrakona,Dhaka,11,2022,576.4802580711583
Rajbari,Dhaka,11,2022,643.9851166249855
Shariatpur,Dhaka,11,2022,636.142013118462
Sherpur,Dhaka,11,2022,535.0224397591775
Tangail,Dhaka,11,2022,593.0169364126814
Bagerhat,Khulna,11,2022,389.40963186740396
Chuadanga,Khulna,11,2022,532.2227814497162
Jessore,Khulna,11,2022,537.1215472545096
Jhenaidah,Khulna,11,2022,523.4061434669849
Khulna,Khulna,11,2022,460.5129194985038
Kushtia,Khulna,11,2022,587.3974605704578
Magura,Khulna,11,2022,583.6174866791231
Meherpur,Khulna,11,2022,555.3373892233925
Narail,Khulna,11,2022,504.78853360464933
Satkhira,Khulna,11,2022,517.871255596904
Habiganj,Sylhet,11,2022,584.7067306807002
Maulvibazar,Sylhet,11,2022,438.4552932855256
Sunamganj,Sylhet,11,2022,631.8442842977033
Sylhet,Sylhet,11,2022,516.3755489208477
Bogra,Rajshahi,11,2022,638.7254579369298
Joypurhat,Rajshahi,11,2022,667.1914067288304
Naogaon,Rajshahi,11,2022,585.6171701617994
Natore,Rajshahi,11,2022,550.2393203356695
Nawabganj,Rajshahi,11,2022,621.6968374276987
Pabna,Rajshahi,11,2022,602.5152191091727
Rajshahi,Rajshahi,11,2022,621.4276720861857
Sirajganj,Rajshahi,11,2022,749.6874036288752
Dinajpur,Rangpur,11,2022,600.2416849311585
Gaibandha,Rangpur,11,2022,667.8434871315536
Kurigram,Rangpur,11,2022,692.5575722958155
Lalmonirhat,Rangpur,11,2022,707.1275294363188
Nilphamari,Rangpur,11,2022,628.5971881255625
Panchagarh,Rangpur,11,2022,647.0910762459342
Rangpur,Rangpur,11,2022,607.7630093941802
Thakurgaon,Rangpur,11,2022,720.9958084570084
Barguna,Barisal,11,2022,422.3286559904182
Barisal,Barisal,12,2022,724.5269128799439
Bhola,Barisal,12,2022,793.5635449957066
Jhalokati,Barisal,12,2022,554.4758098455285
Patuakhali,Barisal,12,2022,707.1852885760873
Pirojpur,Barisal,12,2022,605.5488115625459
Bandarban,Chittagong,12,2022,399.87796049484206
Brahamanbaria,Chittagong,12,2022,1452.1285822354848
Chandpur,Chittagong,12,2022,664.1354525322955
Chittagong,Chittagong,12,2022,668.1659864395513
Comilla,Chittagong,12,2022,873.372955858106
Cox's Bazar,Chittagong,12,2022,642.1224788901793
Feni,Chittagong,12,2022,1251.6466151850384
Khagrachhari,Chittagong,12,2022,643.3178835794836
Lakshmipur,Chittagong,12,2022,671.2845043967175
Noakhali,Chittagong,12,2022,1047.840843073098
Rangamati,Chittagong,12,2022,647.7290680949
Dhaka,Dhaka,12,2022,884.801583508651
Faridpur,Dhaka,12,2022,934.5937198133064
Gazipur,Dhaka,12,2022,624.402718588865
Gopalganj,Dhaka,12,2022,749.3679383752468
Jamalpur,Dhaka,12,2022,1177.6396330072296
Kishoreganj,Dhaka,12,2022,1837.5278839037023
Madaripur,Dhaka,12,2022,813.8612799071126
Manikganj,Dhaka,12,2022,969.831957189913
Munshiganj,Dhaka,12,2022,800.5204628894459
Mymensingh,Dhaka,12,2022,895.7714984269821
Narayanganj,Dhaka,12,2022,701.1837660536194
Narsingdi,Dhaka,12,2022,557.5327007839289
Netrakona,Dhaka,12,2022,881.6386434631921
Rajbari,Dhaka,12,2022,1198.6338077750734
Shariatpur,Dhaka,12,2022,808.5342011564115
Sherpur,Dhaka,12,2022,844.2223408756569
Tangail,Dhaka,12,2022,878.1015232516991
Bagerhat,Khulna,12,2022,671.8382793049366
Chuadanga,Khulna,12,2022,863.5041726788354
Jessore,Khulna,12,2022,818.6945405323787
Jhenaidah,Khulna,12,2022,1031.0785711365786
Khulna,Khulna,12,2022,732.3940020877166
Kushtia,Khulna,12,2022,1161.6464657938786
Magura,Khulna,12,2022,1240.0583107407833
Meherpur,Khulna,12,2022,874.1157409998046
Narail,Khulna,12,2022,908.0470128155612
Satkhira,Khulna,12,2022,682.2962026472601
Habiganj,Sylhet,12,2022,1654.3604482526796
Maulvibazar,Sylhet,12,2022,715.0389347031596
Sunamganj,Sylhet,12,2022,791.3360659452596
Sylhet,Sylhet,12,2022,673.7961356271659
Bogra,Rajshahi,12,2022,1151.9218638632408
Joypurhat,Rajshahi,12,2022,1111.8423558426498
Naogaon,Rajshahi,12,2022,1105.4899794654232
Natore,Rajshahi,12,2022,996.9725879669136
Nawabganj,Rajshahi,12,2022,974.9137795272737
Pabna,Rajshahi,12,2022,1235.709993467352
Rajshahi,Rajshahi,12,2022,1022.8438943257573
Sirajganj,Rajshahi,12,2022,1102.9925302227398
Dinajpur,Rangpur,12,2022,1281.448583986666
Gaibandha,Rangpur,12,2022,1654.0359603136671
Kurigram,Rangpur,12,2022,1098.197439157211
Lalmonirhat,Rangpur,12,2022,1070.0061264824324
Nilphamari,Rangpur,12,2022,1112.4164858637876
Panchagarh,Rangpur,12,2022,903.9526482337129
Rangpur,Rangpur,12,2022,1407.099497559331
Thakurgaon,Rangpur,12,2022,1171.7852663707645
Barguna,Barisal,12,2022,607.3661802944741
