iter	RMSE
427	0.284968924
428	0.2849049287
429	0.2846966734
430	0.2846446412
431	0.2846123186
432	0.2844748052
433	0.2842305254
434	0.28392659
435	0.2836235929
436	0.2834152907
437	0.2830952458
438	0.2828306267
439	0.2824094758
440	0.2822248799
441	0.2819752801
442	0.2817423908
443	0.2815185798
444	0.2813129315
445	0.2811595788
446	0.2809118944
447	0.2805698606
448	0.2803037793
449	0.279989167
450	0.2797833861
451	0.2794818625
452	0.279249974
453	0.2788492706
454	0.2786245729
455	0.2784220454
456	0.2781612361
457	0.2779846679
458	0.2776618737
459	0.2773353471
460	0.277200471
461	0.2768665888
462	0.2766912007
463	0.2763703839
464	0.2761640265
465	0.2759781677
466	0.2757411557
467	0.2757121485
468	0.275361132
469	0.2751968768
470	0.2747879906
471	0.2745750013
472	0.2744220928
473	0.274143843
474	0.2739086963
475	0.2737047776
476	0.2735112689
477	0.2733233238
478	0.2731535467
479	0.2730217732
480	0.2728845678
481	0.2726166875
482	0.2724610916
483	0.2723644972
484	0.272161098
485	0.2718898537
486	0.2718133516
487	0.2715257893
488	0.2713572354
489	0.2711632502
490	0.2709632358
491	0.2707862844
492	0.2706194436
493	0.2703581652
494	0.2702319328
495	0.2701120956
496	0.2699241356
497	0.2697099125
498	0.2694620854
499	0.2693889263
500	0.2691733603
501	0.2689930333
502	0.268792458
503	0.2685653685
504	0.2685368763
505	0.2683696058
506	0.2681690347
507	0.2680272666
508	0.2678403242
509	0.2674701365
510	0.2671743813
511	0.266931902
512	0.2667670065
513	0.2665765974
514	0.2663931797
515	0.2661822686
516	0.2658216574
517	0.2656478767
518	0.2653743887
519	0.2652472371
520	0.2650466803
521	0.2647685801
522	0.2647176281
523	0.2644596852
524	0.2641997554
525	0.2640215257
526	0.2638837336
527	0.2637012192
528	0.2635306904
529	0.2633754685
530	0.2631711334
531	0.2629773775
532	0.2626174168
533	0.262417781
534	0.2620690201
535	0.2619555442
536	0.2616790488
537	0.2614955975
538	0.2613161936
539	0.2612555455
540	0.2610125299
541	0.260699331
542	0.2605099174
543	0.260285499
544	0.2601512693
545	0.2599494582
546	0.2596692214
547	0.259492112
548	0.2593015299
549	0.2588574351
550	0.2587788861
551	0.2586703112
552	0.2585120453
553	0.2582721582
554	0.2580563514
555	0.2578530804
556	0.2574352039
557	0.2572788992
558	0.2570063759
559	0.2568634014
560	0.2566878766
561	0.2564935992
562	0.2563137297
563	0.2561107366
564	0.2558760103
565	0.2556922721
566	0.2555756384
567	0.2552637622
568	0.2551297701
569	0.2548952538
570	0.2548445298
571	0.2547137682
572	0.2544278525
573	0.25426527
574	0.2540895802
575	0.2538159092
576	0.2535888295
577	0.25336217
578	0.2533314643
579	0.2530307161
580	0.2528788999
581	0.252766404
582	0.2525910947
583	0.2523923145
584	0.2522471986
585	0.2521652557
586	0.251922102
587	0.2516729551
588	0.2514680428
589	0.2512526677
590	0.2510260034
591	0.250859568
592	0.2508202318
593	0.2505893017
594	0.2503038136
595	0.2500589647
596	0.2497405868
597	0.2494760095
598	0.2494301468
599	0.2492725615
600	0.2491160663
601	0.2490034979
602	0.2487553379
603	0.2485829723
604	0.2482679592
605	0.24807712
606	0.2479923071
607	0.2478890074
608	0.2478492839
609	0.2476207072
610	0.247437523
611	0.2471430263
612	0.2469271393
613	0.2466349115
614	0.2464260643
615	0.2461313068
616	0.2459191719
617	0.2458916857
618	0.2457241253
619	0.2456799372
620	0.2454676698
621	0.2452852169
622	0.2450723545
623	0.2449266556
624	0.2447386264
625	0.2445571661
626	0.2443338953
627	0.2441323697
628	0.2439841972
629	0.2438350457
630	0.2436890664
631	0.2435516719
632	0.2434861593
633	0.2433646171
634	0.2432229618
635	0.2429751645
636	0.2427915751
637	0.2426178417
638	0.2425502137
639	0.2424728538
640	0.2422792757
641	0.2421407936
642	0.2419457589
643	0.2417777975
644	0.241579676
645	0.2413998211
646	0.2412560675
647	0.2411177194
648	0.2408688535
649	0.2407861484
650	0.2404781514
651	0.2403414802
652	0.2401550182
653	0.2398901924
654	0.2396834437
655	0.2394917442
656	0.2393164243
657	0.239119709
658	0.2390565842
659	0.2387604221
660	0.2386118141
661	0.2384307402
662	0.2382702216
663	0.2380329657
664	0.2378280524
665	0.2376477193
666	0.2375352671
667	0.2372085659
668	0.236998514
669	0.2368593919
670	0.2366527531
671	0.2365874195
672	0.2364164377
673	0.2363766273
674	0.2361412149
675	0.2358970145
676	0.2357459489
677	0.2356480931
678	0.2354556151
679	0.2351778743
680	0.234957167
681	0.2348073651
682	0.2346880788
683	0.2345444637
684	0.2343976569
685	0.234310603
686	0.2342564588
687	0.2340639695
688	0.2337127059
689	0.2334947447
690	0.2333204349
691	0.2331750278
692	0.2330979576
693	0.2328249945
694	0.2326717939
695	0.2324979177
696	0.2322633192
697	0.2320327021
698	0.2319652223
699	0.2318451266
700	0.231585215
701	0.231418878
702	0.2311536435
703	0.2310872153
704	0.2309272464
705	0.2307103733
706	0.2306019203
707	0.2305022473
708	0.2303102511
709	0.2301407204
710	0.2300147706
711	0.2299532261
712	0.2298483641
713	0.2296638976
714	0.2295285056
715	0.2292636084
716	0.2290891422
717	0.2288057627
718	0.2286781498
719	0.2285997696
720	0.2283861116
721	0.2282536385
722	0.2281099583
723	0.2279241863
724	0.2277868002
725	0.2276548804
726	0.2275266034
727	0.2273695884
728	0.2272831096
729	0.2271678712
730	0.227020887
731	0.2268447117
732	0.226759422
733	0.2264115827
734	0.2262966628
735	0.2261881586
736	0.2259562149
737	0.2258617794
738	0.2256151946
739	0.2254232498
740	0.2251591114
741	0.2249648412
742	0.2246945764
743	0.2245995633
744	0.2244975918
745	0.2242648867
746	0.2241057131
747	0.2239195243
748	0.2238089094
749	0.2237107634
750	0.223625932
751	0.2234380706
752	0.223237808
753	0.2229813944
754	0.2227921021
755	0.2227351501
756	0.2226415805
757	0.2224477468
758	0.2222578748
759	0.2221144819
760	0.2220762641
761	0.2219720452
762	0.2217300141
763	0.2215564039
764	0.2213727442
765	0.2212056468
766	0.2208992331
767	0.220722065
768	0.2206077264
769	0.2205601942
770	0.2204613605
771	0.2202961554
772	0.2202392614
773	0.21994636
774	0.2198748549
775	0.2197369567
776	0.2195395122
777	0.2193710327
778	0.2191622199
779	0.2190095372
780	0.218919132
781	0.2186893525
782	0.21841687
783	0.2183416993
784	0.2182812703
785	0.2181962057
786	0.2181273007
787	0.2180213941
788	0.2178105043
789	0.2177793125
790	0.2174909213
791	0.2173768124
792	0.2171723367
793	0.2170997991
794	0.2169603231
795	0.2169253529
796	0.2168378043
797	0.2167361661
798	0.2165965238
799	0.2164017787
800	0.2163007731
801	0.2160638923
802	0.2159077952
803	0.2157153632
804	0.2155857992
805	0.21552601
806	0.2153998805
807	0.2152063947
808	0.2150876353
809	0.214946581
810	0.2148264833
811	0.2147151804
812	0.2145486946
813	0.2144544053
814	0.214381083
815	0.2141797711
816	0.2140818483
817	0.2139133855
818	0.2137880168
819	0.21362851
820	0.2135602035
821	0.2134245888
822	0.2133427529
823	0.213160284
824	0.2130341492
825	0.2128953275
826	0.2127231257
827	0.2126047102
828	0.2123938787
829	0.2123245654
830	0.2122000262
831	0.2120190054
832	0.2119325188
833	0.2118565195
834	0.2116843258
835	0.2115813318
836	0.2115578941
837	0.2114740333
838	0.2113335901
839	0.2111846639
840	0.2109738215
841	0.2109139293
842	0.2106767215
843	0.2105113536
844	0.2103360064
845	0.2102392751
846	0.2101222255
847	0.2099757443
848	0.209869129
849	0.2097506582
850	0.2096988833
851	0.2095934551
852	0.2095312794
853	0.2093100877
854	0.2091650645
855	0.2089610522
856	0.2087381243
857	0.2084961557
858	0.2083529148
859	0.2081780005
860	0.208132744
861	0.2080125715
862	0.207834581
863	0.2077033952
864	0.2075459135
865	0.2074047563
866	0.2072873004
867	0.2071284572
868	0.2069854198
869	0.2068553116
870	0.2067020626
871	0.2065961246
872	0.2064936664
873	0.206254082
874	0.2061675387
875	0.2060619986
876	0.205894035
877	0.2057594656
878	0.2056438347
879	0.2054795366
880	0.2052763161
881	0.2051856416
882	0.2050622815
883	0.2049840698
884	0.2049254605
885	0.2047868557
886	0.2045495823
887	0.2044039058
888	0.2042352869
889	0.2041294165
890	0.2039521859
891	0.2039001712
892	0.2037697278
893	0.2037196423
894	0.2035599216
895	0.2034755907
896	0.2034099375
897	0.2033110453
898	0.2031926682
899	0.203098038
900	0.2028704503
901	0.2026641838
902	0.2025664365
903	0.2025214583
904	0.2024661682
905	0.2023072476
906	0.202122168
907	0.2020579793
908	0.2019794505
909	0.2018695159
910	0.2017479709
911	0.2014248871
912	0.2012046608
913	0.2009309565
914	0.2008014124
915	0.2005946755
916	0.2004610355
917	0.2004044319
918	0.2003306904
919	0.2002288402
920	0.2001014228
921	0.1999587331
922	0.1998373326
923	0.1997361844
924	0.1995960406
925	0.1993936678
926	0.1992851501
927	0.19911554
928	0.1988993023
929	0.1988449636
930	0.1986851965
931	0.1986001463
932	0.1984918326
933	0.1983821797
934	0.1982663032
935	0.1980998429
936	0.1979551836
937	0.1979303218
938	0.1978419595
939	0.1977072658
940	0.1976302535
941	0.1975090329
942	0.1974376407
943	0.197355217
944	0.1972772223
945	0.1972017801
946	0.1970291032
947	0.1969497163
948	0.1968700465
949	0.1967694498
950	0.1966597074
951	0.196558312
952	0.196403368
953	0.1963053138
954	0.1961886483
955	0.1960789481
956	0.195955318
957	0.1958596205
958	0.1958314176
959	0.1957626862
960	0.1956494954
961	0.1955219778
962	0.1954536333
963	0.195390603
964	0.1951992967
965	0.195136153
966	0.1950590207
967	0.1950445212
968	0.1949517847
969	0.1948650748
970	0.1947535762
971	0.1945895073
972	0.1944440472
973	0.1943654586
974	0.1942627786
975	0.1941356914
976	0.19411002
977	0.1940410304
978	0.1939666684
979	0.193869398
980	0.1937150971
981	0.1936067842
982	0.1934298922
983	0.193386739
984	0.1932717429
985	0.1931715493
986	0.1931121554
987	0.1930417251
988	0.1929300783
989	0.1928206208
990	0.192682615
991	0.1926070601
992	0.1924634379
993	0.1923427555
994	0.192250317
995	0.192174005
996	0.1921446322
997	0.1919880647
998	0.1917978748
999	0.1917373871
1000	0.1915950681
1001	0.1914833645
1002	0.1913748565
1003	0.1913201334
1004	0.1911509364
1005	0.1910070783
1006	0.190813725
1007	0.1906924018
1008	0.1906122736
1009	0.1905628754
1010	0.1904994772
1011	0.1904153448
1012	0.1903763147
1013	0.1902312625
1014	0.1901126429
1015	0.1899978601
1016	0.1898928683
1017	0.1897054131
1018	0.1896502573
1019	0.1895748229
1020	0.1894186573
1021	0.1893007454
1022	0.1892410814
1023	0.1891060014
1024	0.1890448457
1025	0.1889790817
1026	0.1888908843
1027	0.1886248902
1028	0.1885577622
1029	0.1884926638
1030	0.188434402
1031	0.1883445281
1032	0.1883254929
1033	0.1882124554
1034	0.1881078133
1035	0.1880431399
1036	0.187985604
1037	0.1879326282
1038	0.1878813741
1039	0.1877610337
1040	0.1876907056
1041	0.1876213425
1042	0.1874922608
1043	0.1874516357
1044	0.187357725
1045	0.1872830257
1046	0.187248686
1047	0.1871619186
1048	0.1870152647
1049	0.1869432651
1050	0.186872392
1051	0.1867626193
1052	0.1866976896
1053	0.1865621781
1054	0.1864204031
1055	0.1862797047
1056	0.1861765892
1057	0.1860829385
1058	0.1858893682
1059	0.1858051041
1060	0.1857277004
1061	0.1855769277
1062	0.1855014638
1063	0.1853297636
1064	0.1852572495
1065	0.1851500422
1066	0.1849277172
1067	0.184833202
1068	0.1847757571
1069	0.1845827568
1070	0.1844385414
1071	0.1842842637
1072	0.1841241852
1073	0.1840433196
1074	0.1839721761
1075	0.1838572856
1076	0.1837863382
1077	0.1837306272
1078	0.1836278996
1079	0.1834817383
1080	0.183434593
1081	0.1833520341
1082	0.1833491846
1083	0.1832330863
1084	0.183134459
1085	0.1830672074
1086	0.1829763758
1087	0.1828527908
1088	0.1828058406
1089	0.1827094231
1090	0.1825784687
1091	0.1825145061
1092	0.1824722463
1093	0.1824046149
1094	0.182274138
1095	0.1821149469
1096	0.1819683193
1097	0.1818415473
1098	0.1818305485
1099	0.1817907501
1100	0.1816084832
1101	0.1814434009
1102	0.1813903018
1103	0.181364169
1104	0.1813005483
1105	0.1812723273
1106	0.1812026919
1107	0.1811190718
1108	0.1810371754
1109	0.1809734855
1110	0.1808891191
1111	0.180836537
1112	0.1807954882
1113	0.1807102265
1114	0.18067076
1115	0.1805702215
1116	0.1804705956
1117	0.1803816106
1118	0.1803182369
1119	0.1802750898
1120	0.1801393259
1121	0.1801043278
1122	0.1799136297
1123	0.1797784383
1124	0.1797607264
1125	0.1796795074
1126	0.1795664057
1127	0.1794880926
1128	0.1793145252
1129	0.1792835256
1130	0.1792600999
1131	0.1791206559
1132	0.178955568
1133	0.1788533882
1134	0.1787588213
1135	0.1787060478
1136	0.1786246602
1137	0.1785059891
1138	0.1784774156
1139	0.1784281182
1140	0.1783014004
1141	0.1782128324
1142	0.1781359858
1143	0.1780474624
1144	0.1780075754
1145	0.1779713091
1146	0.1779009284
1147	0.1778653149
1148	0.1778278244
1149	0.1777088455
1150	0.1776068523
1151	0.177557254
1152	0.1773745062
1153	0.1772821576
1154	0.1771878063
1155	0.1771367639
1156	0.1770447478
1157	0.1769901367
1158	0.1769300253
1159	0.1767737452
1160	0.1767458929
1161	0.1766231818
1162	0.1764761179
1163	0.1763842242
1164	0.1763243478
1165	0.1762615455
1166	0.1761593935
1167	0.1759998162
1168	0.1758661448
1169	0.1758242442
1170	0.1757673253
1171	0.1756274936
1172	0.1755966662
1173	0.1755221609
1174	0.1754181676
1175	0.175379539
1176	0.17522775
1177	0.1751617876
1178	0.1751048493
1179	0.1750380782
1180	0.1749559804
1181	0.1747950656
1182	0.1747150317
1183	0.1745997612
1184	0.1745606633
1185	0.1745367629
1186	0.1744784518
1187	0.1743873666
1188	0.1742329124
1189	0.1741258226
1190	0.1740109335
1191	0.173929132
1192	0.1739148752
1193	0.1738184517
1194	0.1737536509
1195	0.1736995316
1196	0.1736806443
1197	0.1736378437
1198	0.1734791892
1199	0.1733500187
1200	0.1732607672
1201	0.1732048703
1202	0.1731937754
1203	0.1730898822
1204	0.1729736736
1205	0.1728685759
1206	0.1727661002
1207	0.1726725744
1208	0.1725794361
1209	0.1724436694
1210	0.1723719484
1211	0.1723105086
1212	0.1722278129
1213	0.1720983471
1214	0.1719960024
1215	0.1719405611
1216	0.1718604715
1217	0.1717870006
1218	0.1717389315
1219	0.171727184
1220	0.17167631
1221	0.1715920637
1222	0.171486334
1223	0.1713957598
1224	0.1712609208
1225	0.1711749766
1226	0.1711431776
1227	0.1710320958
1228	0.1709886905
1229	0.1709450137
1230	0.1709094423
1231	0.170786793
1232	0.1706744625
1233	0.1705858522
1234	0.1705161325
1235	0.1704290567
1236	0.1703265502
1237	0.1702611643
1238	0.1700903252
1239	0.1699894166
1240	0.1698778959
1241	0.1697665328
1242	0.1696887883
1243	0.1696211849
1244	0.1695707066
1245	0.1695068787
1246	0.1694522511
1247	0.1692812319
1248	0.1691957666
1249	0.169121807
1250	0.168991271
1251	0.1689283254
1252	0.1688243087
1253	0.1687164703
1254	0.1685289294
1255	0.1684237657
1256	0.1683258504
1257	0.1681630896
1258	0.1680491286
1259	0.1679582814
1260	0.167914959
1261	0.1677602758
1262	0.1676960141
1263	0.1675656674
1264	0.1673598128
1265	0.1672459808
1266	0.16719245
1267	0.1671073884
1268	0.166999857
1269	0.1668516018
1270	0.1667670318
1271	0.1666234505
1272	0.1665525451
1273	0.1664350214
1274	0.1664083674
1275	0.1662708059
1276	0.1662296671
1277	0.1661006536
1278	0.1660118662
1279	0.1659540935
1280	0.165899251
1281	0.1658435255
1282	0.1657875599
1283	0.1655662498
1284	0.1655141669
1285	0.1654154557
1286	0.1653537123
1287	0.1652991747
1288	0.1651840263
1289	0.1651332992
1290	0.1650331952
1291	0.1649760108
1292	0.1648286696
1293	0.1646022299
1294	0.164506554
1295	0.1644049252
1296	0.1642762416
1297	0.1641946925
1298	0.1641221199
1299	0.1639718935
1300	0.1638747538
1301	0.1637578858
1302	0.1637301937
1303	0.1636026647
1304	0.1635545321
1305	0.1634551793
1306	0.163342244
1307	0.1633123058
1308	0.1632538063
1309	0.1631029581
1310	0.1630610081
1311	0.1629999178
1312	0.1628678555
1313	0.1627901355
1314	0.162702078
1315	0.162637742
1316	0.1625303389
1317	0.1624964627
1318	0.1624626679
1319	0.162413873
1320	0.1623604909
1321	0.162300324
1322	0.1621463873
1323	0.1619446472
1324	0.1618798824
1325	0.1617876817
1326	0.1617147383
1327	0.1616757761
1328	0.1616109718
1329	0.1615757824
1330	0.1615426712
1331	0.1615034992
1332	0.1614303561
1333	0.1613860635
1334	0.1613175389
1335	0.1612577827
1336	0.1611806122
1337	0.1610905274
1338	0.1610352901
1339	0.1609042887
1340	0.1608212685
1341	0.1607333053
1342	0.1606654209
1343	0.1606185259
1344	0.1605736354
1345	0.1605143925
1346	0.1604309108
1347	0.1603997634
1348	0.1603988134
1349	0.1603077551
1350	0.1602139092
1351	0.1600502359
1352	0.1600267285
1353	0.1599527829
1354	0.1598319769
1355	0.1596656547
1356	0.1595872107
1357	0.1593553884
1358	0.1592939125
1359	0.1591902762
1360	0.1591319693
1361	0.1590539345
1362	0.15894101
1363	0.1589033873
1364	0.1588556442
1365	0.1587935711
1366	0.1587305841
1367	0.1586099377
1368	0.1585852441
1369	0.1584810566
1370	0.1583140508
1371	0.1582072896
1372	0.1581134019
1373	0.1579990736
1374	0.1579474638
1375	0.1578823035
1376	0.1577928105
1377	0.1577277839
1378	0.1575726639
1379	0.1574892028
1380	0.1573693513
1381	0.1572973543
1382	0.1572330756
1383	0.1571027115
1384	0.1570405669
1385	0.1570055904
1386	0.1569264952
1387	0.1568524027
1388	0.1567558963
1389	0.1567421151
1390	0.15668125
1391	0.1565896689
1392	0.1564709477
1393	0.1564202792
1394	0.1563405913
1395	0.1562776556
1396	0.1562273115
1397	0.1561168126
1398	0.1560060891
1399	0.1559290251
1400	0.1558753296
1401	0.1557984849
1402	0.1556903213
1403	0.1556495766
1404	0.1555131631
1405	0.155406776
1406	0.1553445098
1407	0.1552293219
1408	0.1551425237
1409	0.1550746966
1410	0.155037645
1411	0.1549888966
1412	0.1548859777
1413	0.1548102862
1414	0.1546854477
1415	0.1545831383
1416	0.1545334445
1417	0.1544978426
1418	0.1543961549
1419	0.1543632388
1420	0.1542483449
1421	0.1541108871
1422	0.154058966
1423	0.1540038387
1424	0.1539412853
1425	0.1538782253
1426	0.1537689686
1427	0.1536888375
1428	0.1535868225
1429	0.1535358188
1430	0.153505298
1431	0.1534279633
1432	0.153378075
1433	0.1533103666
1434	0.1532666238
1435	0.1531739559
1436	0.1530818307
1437	0.1529972202
1438	0.1528920103
1439	0.1527559955
1440	0.1526923206
1441	0.152615377
1442	0.1525831424
1443	0.1525215374
1444	0.1524657517
1445	0.1524491757
1446	0.1523536093
1447	0.152228639
1448	0.1521690075
1449	0.1520537203
1450	0.1519007344
1451	0.1518028717
1452	0.1516841682
1453	0.1515984879
1454	0.1515369321
1455	0.151458976
1456	0.1514102302
1457	0.1513120142
1458	0.1512292804
1459	0.1511544462
1460	0.1509724988
1461	0.1509412476
1462	0.1508347329
1463	0.1507935266
1464	0.1507637378
1465	0.1506927151
1466	0.1506219004
1467	0.150549148
1468	0.1504616095
1469	0.1503728536
1470	0.1503008292
1471	0.1502053744
1472	0.150127858
1473	0.1500518382
1474	0.1500214995
1475	0.1499415147
1476	0.1498733799
1477	0.1498342527
1478	0.1497121906
1479	0.1496438735
1480	0.1495676416
1481	0.1495349734
1482	0.1494636855
1483	0.1494509176
1484	0.1493890784
1485	0.1493349147
1486	0.1492154479
1487	0.1490917019
1488	0.148960719
1489	0.1488819811
1490	0.1488065928
1491	0.1486510653
1492	0.1485596301
1493	0.1484557389
1494	0.1484129131
1495	0.1483192285
1496	0.1482187627
1497	0.1480888279
1498	0.1480471616
1499	0.1479986449
