iter	RMSE
0	0.7188088329
1	0.6894148219
2	0.6605135567
3	0.6317184125
4	0.6079318403
5	0.5844923093
6	0.5607755322
7	0.5389862825
8	0.5166485597
9	0.4959163112
10	0.4750293076
11	0.4559202194
12	0.43796195
13	0.4197799843
14	0.4042047609
15	0.3884504994
16	0.3738731923
17	0.3606330418
18	0.3462531214
19	0.3330289597
20	0.3213020817
21	0.309153775
22	0.2977475104
23	0.285597227
24	0.2741843367
25	0.2634574009
26	0.2535064206
27	0.2455406834
28	0.2362048241
29	0.2268111721
30	0.2183760533
31	0.2098219692
32	0.2017527403
33	0.1940639043
34	0.1868983979
35	0.1798281878
36	0.1740228103
37	0.1677005478
38	0.1617534389
39	0.1559849054
40	0.1508053159
41	0.1458160839
42	0.1405952346
43	0.1359224772
44	0.1316781691
45	0.1278871606
46	0.1233096542
47	0.1193776077
48	0.1155061609
49	0.112082772
50	0.1086317544
51	0.1054533496
52	0.1024269756
53	0.09936873349
54	0.09666486711
55	0.09401926489
56	0.09167519619
57	0.08898652135
58	0.08662521113
59	0.0848092874
60	0.08290201529
61	0.08069777038
62	0.07860899582
63	0.07666669083
64	0.07504259217
65	0.07338108724
66	0.07170951552
67	0.07007804945
68	0.06866323375
69	0.06755275097
70	0.06604499261
71	0.06491294449
72	0.06374506804
73	0.0624509028
74	0.06140303245
75	0.06041313052
76	0.05919349297
77	0.05881390571
78	0.05780785924
79	0.05680788202
80	0.05591026589
81	0.0551925962
82	0.05432472082
83	0.0539760639
84	0.05322784423
85	0.05248944978
86	0.05171570913
87	0.05144103261
88	0.05084779907
89	0.05014921967
90	0.04976475594
91	0.04945260324
92	0.04919088279
93	0.04845668127
94	0.04777908496
95	0.04747704574
96	0.0469769385
97	0.04668896556
98	0.04636369471
99	0.04605666614
100	0.04567966824
101	0.04516113182
102	0.04454569269
103	0.04432592849
104	0.04387700961
105	0.0434201469
106	0.04297252854
107	0.04264412187
108	0.04235258613
109	0.041929647
110	0.04155409462
111	0.04137061623
112	0.04100768514
113	0.04059800291
114	0.0401876487
115	0.03983903398
116	0.03946304218
117	0.03925490029
118	0.03907147573
119	0.03890228405
120	0.03850655256
121	0.03816914528
122	0.03791519743
123	0.03753928017
124	0.03723680273
125	0.03694957009
126	0.03670704519
127	0.03645063343
128	0.03626499261
129	0.03600636126
130	0.03571445917
131	0.03551609019
132	0.03538287051
133	0.03505497224
134	0.03494360569
135	0.03457372598
136	0.03443540526
137	0.03420180887
138	0.03398834895
139	0.03367946071
140	0.03345887659
141	0.03315846491
142	0.03290238391
143	0.03277645207
144	0.03261215664
145	0.03240658902
146	0.03227315059
147	0.03201353338
148	0.03185178164
149	0.03159061041
150	0.03142801891
151	0.03124985023
152	0.0311725252
153	0.03101201448
154	0.03090462181
155	0.03081667298
156	0.03065995966
157	0.03047546372
158	0.03032727387
159	0.03009382978
160	0.0299973629
161	0.0298423912
162	0.02976330281
163	0.02952083493
164	0.02934621419
165	0.02918694486
166	0.02903951041
167	0.02887973148
168	0.02876739043
169	0.02860606969
170	0.02848975423
171	0.02839869006
172	0.02825045147
173	0.02816238686
174	0.02805123009
175	0.02797469536
176	0.02787097434
177	0.02777675581
178	0.02759310704
179	0.0274829585
180	0.02740947827
181	0.02732364236
182	0.02713582629
183	0.02701789276
184	0.02694535298
185	0.0267969017
186	0.02664304493
187	0.02658043058
188	0.0264902798
189	0.02633517655
190	0.02623688238
191	0.02613703381
192	0.02605805983
193	0.02591729062
194	0.02586263997
195	0.02569358795
196	0.02562724005
197	0.02556439173
198	0.02544596173
199	0.02530677395
200	0.02523709737
201	0.0250880075
202	0.0250258377
203	0.02497092549
204	0.02489173353
205	0.02476268976
206	0.02469971634
207	0.02460268832
208	0.02454941722
209	0.02444044259
210	0.02434502641
211	0.02427909445
212	0.02420485305
213	0.02412042724
214	0.02404091542
215	0.02399352046
216	0.02388899831
217	0.02379450439
218	0.02375141022
219	0.02370193363
220	0.02365417244
221	0.02350683197
222	0.02346865611
223	0.02333177127
224	0.02323718893
225	0.02316620501
226	0.02309377475
227	0.02298962907
228	0.02294950664
229	0.02287877706
230	0.0227612789
231	0.02268055319
232	0.02255324693
233	0.02251346048
234	0.02245154351
235	0.02241507973
236	0.02237585253
237	0.02234182931
238	0.02224546345
239	0.0222078053
240	0.02217123907
241	0.02206205896
242	0.02195627353
243	0.02186333234
244	0.02182373665
245	0.02170439304
246	0.02162778213
247	0.02153193301
248	0.02145823149
249	0.02139361471
250	0.0213652783
251	0.02131790901
252	0.02122835805
253	0.02111513648
254	0.02105202421
255	0.0209688675
256	0.02094160618
257	0.02088514467
258	0.02083432314
259	0.02075698819
260	0.02073085305
261	0.02069674971
262	0.02061752362
263	0.02059279281
264	0.02056835729
265	0.02054461212
266	0.02050894734
267	0.02040158331
268	0.02035384692
269	0.0202889509
270	0.02022190063
271	0.02012645498
272	0.02006902536
273	0.02001354215
274	0.0199531094
275	0.01985535747
276	0.0197823658
277	0.01976338294
278	0.01970029518
279	0.01965626474
280	0.0196166768
281	0.01954737115
282	0.01949057982
283	0.01939731191
284	0.01935851647
285	0.01928615368
286	0.01922889719
287	0.0191818937
288	0.0191333264
289	0.01908597729
290	0.01900208934
291	0.01892724092
292	0.01888563572
293	0.01884201035
294	0.01879247013
295	0.01875078215
296	0.01868618746
297	0.01864269677
298	0.01856523979
299	0.01849079615
