Year,State,ActivityStartDate,As,Ca,Cd,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Zn,Hg
2017,AZ,2017-03-08,4.366666666666667,64.80000000000001,,,0.805,5.7,5.404999999999999,20.75,,,0.0113333333333333,0.08,,
2017,AZ,2017-03-09,9.75,94.13333333333333,,,1.5,10.9,4.196666666666666,31.0,49.45,,0.07,0.222,2.0,
2017,AZ,2017-03-14,2.25,24.05,,,2.175,,1.5499999999999998,8.52,,,0.15,0.928,7.0,
2017,AZ,2017-03-15,2.4,69.13333333333334,,,11.233333333333333,,4.206666666666666,21.826666666666668,,,0.19525,3.7296666666666662,32.0,0.012
2017,AZ,2017-03-21,2.2,69.4,,,2.15,,3.19,20.1,,,0.14,2.06,7.0,
2017,AZ,2017-03-22,1.3,78.6,,,,6.9,4.155,25.35,7.86,,0.0055,,,
2017,AZ,2017-03-27,,129.0,,,,,5.01,35.5,74.8,,,,,
2017,AZ,2017-03-28,,29.9,,,,,1.07,15.3,,,,,,
2017,AZ,2017-03-30,2.2,90.6,,,,8.8,5.07,30.6,,,0.0175,,,
2017,AZ,2017-03-31,,114.0,,,,8.1,5.23,41.1,12.4,,,,,
2017,AZ,2017-04-04,1.4,69.3,,,,,3.3,21.6,,,0.006,,,
2017,AZ,2017-04-08,1.5,43.0,,0.61,0.43,0.7,1.4,26.0,0.28,0.19,,,1.3,
2017,AZ,2017-04-09,1.6,44.0,,0.51,0.41,2.0,1.6,27.0,0.07,0.13,,,2.4,
2017,AZ,2017-04-11,2.3,83.7,,,,,4.81,29.1,,,0.016,,,
2017,AZ,2017-04-12,,93.9,,,,9.05,3.68,31.96666666666667,74.855,,,,,
2017,AZ,2017-04-13,,88.4,,,,6.1,5.11,31.0,6.9,,,,,
2017,AZ,2017-04-18,0.76,424.0,,0.4,2.53,6.05,9.4,181.0,0.15,1.0,,0.075,6.756666666666668,
2017,AZ,2017-04-19,1.4,71.7,,,,7.9,3.25,21.4,,,0.006,,,
2017,AZ,2017-04-25,2.4,89.3,,,,,4.98,29.7,,,0.013,,,
2017,AZ,2017-04-26,,64.1,,,,6.9,3.16,26.1,14.2,,,,,
2017,AZ,2017-04-27,,122.0,,,,12.8,4.965,37.05,61.085,,,,,
2017,AZ,2017-05-02,1.3,67.7,,,,,3.13,19.9,,,0.0045,,,
2017,AZ,2017-05-10,18.3,94.43333333333334,,,0.655,11.7,4.56,31.8,83.1,,0.02,0.2,,
2017,AZ,2017-05-11,,91.8,,,,,5.02,31.0,16.6,,,,,
2017,AZ,2017-05-14,2.7,,,,,35.4,,,59.5,0.5,,,,
2017,AZ,2017-05-15,2.3,,,,0.47,46.9,,,152.0,1.1,,,14.4,
2017,AZ,2017-05-17,1.5,54.55,,,,,2.185,21.8,,,0.004,,,
2017,AZ,2017-05-24,11.7,171.0,,,,,11.08,53.2,97.65,,0.15,,,
2017,AZ,2017-05-25,,95.4,,,,,5.06,31.4,13.4,,,,,
2017,AZ,2017-05-31,1.85,55.0,,,0.98,,2.29,22.200000000000003,,,,0.15,2.0,
2017,AZ,2017-06-06,14.94,71.25,,,0.525,10.6,4.0425,27.675,2.42,,0.0136666666666666,0.19,,
2017,AZ,2017-06-07,27.0,93.43333333333334,,,,17.8,4.303333333333334,32.13333333333333,67.53333333333333,,,,,
2017,AZ,2017-06-08,51.2,74.7,,,,,4.3,28.9,4.425,,,,,
2017,AZ,2017-06-13,1.4,63.0,,,,,3.03,19.1,,,,,,
2017,AZ,2017-06-21,5.949999999999999,47.4,,,0.74,,7.31,18.5,,,0.04,0.04,,
2017,AZ,2017-06-22,11.4,31.4,,,1.4,,1.83,13.7,,,0.09,0.1035,,
2017,AZ,2017-06-28,5.27,217.23333333333332,,,3.495,,9.046666666666663,85.53333333333335,,14.1,0.03,,,
2017,AZ,2017-06-29,4.2,72.2,,,2.5,,9.05,15.5,,,0.03,0.16,,
2017,AZ,2017-07-11,1.9,35.9,,,,,1.315,6.66,,,,,,
2017,AZ,2017-07-12,3.4,11.6,,,1.1,48.4,6.35,6.21,6.88,0.6,,0.485,13.2,
2017,AZ,2017-07-13,,109.5,,,,14.7,5.035,35.150000000000006,83.8,,,,,
2017,AZ,2017-07-16,5.85,,,,77.5,,,,,7.533333333333334,0.696,19.6,289.2,0.1376
2017,AZ,2017-07-18,2.4,55.3,,,,11.8,0.41,3.9,,,,,,
2017,AZ,2017-07-19,1.4,51.9,,,,,2.205,21.0,,,,,,
2017,AZ,2017-07-20,4.25,52.16666666666666,0.0265,2.6,3.2300000000000004,832.0,3.6033333333333335,20.3,45.02666666666667,12.45,,1.195,1251.0,
2017,AZ,2017-07-24,4.066666666666666,,,,47.25,,,,,,0.6086,8.983333333333333,156.75,
2017,AZ,2017-07-31,1.5,18.6,,1.6,0.21,,2.69,8.53,,,,0.022,16.4,
2017,AZ,2017-08-01,10.1,73.3,0.05,,1.4,17.7,1.38,24.4,4.64,0.43,,0.222,3.3,
2017,AZ,2017-08-02,2.84,221.75,,0.2,0.65,81.65,4.175,80.49,128.335,1.9,,0.013,3.3,
2017,AZ,2017-08-10,,119.0,,,,13.1,5.02,36.85,99.5,,,,,
2017,AZ,2017-08-12,,,,,30.0,,,,,,0.405,,58.0,
2017,AZ,2017-08-13,,,,,27.0,,,,,,0.374,,53.0,
2017,AZ,2017-08-14,10.83,52.75,,1.7,6.599999999999999,,1.965,27.8,,0.26,0.51,3.774000000000001,15.95,0.018
2017,AZ,2017-08-15,3.3000000000000003,73.56666666666666,,,0.7,10.7,3.923333333333333,28.366666666666664,,,0.0186666666666666,0.2,,
2017,AZ,2017-08-16,3.5,50.25,,,0.87,824.0,2.555,26.950000000000003,570.0,0.61,,0.145,11.2,
2017,AZ,2017-08-17,1.9,72.0,,1.7,1.3,27.2,3.27,30.35,17.8,0.49,,0.322,2.5,
2017,AZ,2017-08-20,2.7,114.0,,,,,5.7,30.6,,,,,,
2017,AZ,2017-08-22,26.8,59.1,,,,16.7,3.65,27.05,0.45,,,,,
2017,AZ,2017-08-23,31.55,50.1,,,,14.3,2.81,25.45,0.81,,,,,
2017,AZ,2017-08-24,6.3,195.65,,,,,14.325,56.65,,,0.11,,,
2017,AZ,2017-08-25,2.3,148.0,,,1.3,,6.0,,25.0,,,,12.3,
2017,AZ,2017-08-26,7.25,93.6,,,1.2,,3.75,39.6,12.45,,,,122.0,
2017,AZ,2017-08-29,2.9,8.12,,0.6,0.22,,0.73,0.127,,,,,,
2017,AZ,2017-08-30,5.7,0.478,,7.1,,,0.42,0.015,,,,0.037,,
2017,AZ,2017-08-31,1.8,21.0,,0.54,0.35,,1.19,4.04,,,,0.136,4.6,
2017,AZ,2017-09-05,,110.5,,,,,5.324999999999999,35.25,48.335,,,,,
2017,AZ,2017-09-07,,84.5,,,,,4.89,29.7,5.33,,,,,
2017,AZ,2017-09-12,10.85,86.9,,,3.8,,11.7,24.1,,,0.24,5.29,15.0,0.017
2017,AZ,2017-09-13,4.65,54.0,,,3.9,,4.965,17.9,,,0.16,1.53,,0.006
2017,AZ,2017-09-14,0.32,44.0,,0.2,1.2,14.0,2.3,31.0,8.7,5.6,,0.24,4.3,
2017,AZ,2017-09-19,5.95,48.7,,,0.5,,7.24,18.2,,,0.04,0.04,,
2017,AZ,2017-09-20,22.6,47.6,,,1.405,,2.84,36.4,,,0.06,0.63,4.0,
2017,AZ,2017-09-21,11.35,34.9,,,0.4,,2.01,15.3,,,0.1,0.06,,
2017,AZ,2017-09-26,1.965,320.3,,1.89,3.24,,4.973333333333334,119.43333333333334,4.54,,,0.3233333333333333,,
2017,AZ,2017-10-02,0.53,64.3,,,0.8,,0.55,13.1,364.0,,,1.07,14.1,
2017,AZ,2017-10-03,3.14,68.225,0.03,,0.63,,6.1125,38.225,11.245,,,0.34,5.56,
2017,AZ,2017-10-04,18.1,17.1,,0.68,0.91,,0.75,16.3,,,,0.125,5.4,
2017,AZ,2017-10-10,1.4,62.6,,,,,3.02,19.0,,,0.005,,,
2017,AZ,2017-10-11,,40.6,,,,,1.24,23.0,,,,,,
2017,AZ,2017-10-16,1.7,18.3,,0.52,,,0.81,6.14,,,,0.039,14.6,
2017,AZ,2017-10-17,0.63,42.5,,,,3020.0,4.88,14.1,106.0,2.1,,,24.5,
2017,AZ,2017-10-18,2.373333333333333,166.13333333333333,,,,,5.243333333333333,60.06666666666666,,,,,,
2017,AZ,2017-10-19,3.1,106.0,,,,,5.2,36.4,,,0.0285,,,
2017,AZ,2017-10-20,,120.0,,,,12.8,4.79,33.7,154.0,,,,,
2017,AZ,2017-10-25,,43.1,,,,,1.32,24.0,,,,,,
2017,AZ,2017-10-26,,99.9,,,,10.5,5.11,35.2,28.3,,,,,
2017,AZ,2017-10-30,1.35,62.7,,,0.8500000000000001,,2.93,19.4,,,0.008,,,
2017,AZ,2017-11-08,,120.5,,,,,6.050000000000001,37.35,28.34,,,,,
2017,AZ,2017-11-09,,95.4,,,,,5.09,32.9,15.6,,,,,
2017,AZ,2017-11-14,6.0,129.45,0.09,,1.5,24.0,3.495,45.25,7.7,,,0.22,15.0,
2017,AZ,2017-11-21,4.3,104.33333333333331,,,0.3,4543.0,4.586666666666667,36.266666666666666,134.5533333333333,3.5,,0.29,1836.0,
2017,AZ,2017-11-22,,95.4,,,,,5.11,33.0,11.2,,,,,
2017,AZ,2017-11-27,17.1,56.5,,,0.34,,1.78,25.1,,,,0.0705,,
2017,AZ,2017-11-28,11.1,287.0,,,,,28.2,88.9,,,0.19,,,
2017,AZ,2017-11-29,8.45,90.6,,,0.9,,17.8,35.7,,,0.01,0.25,,
2017,AZ,2017-11-30,4.15,59.2,,,4.685,,5.93,11.7,,,0.22,1.2705,12.0,
2017,AZ,2017-12-04,1.1,430.0,0.06,,,22.0,6.4,167.0,10.0,,,0.08,7.5,
2017,AZ,2017-12-05,3.6666666666666665,90.6,,,0.695,,5.17,28.625,85.58,,0.0106666666666666,0.0545,,
2017,AZ,2017-12-06,13.75,38.8,,,0.645,,3.04,25.9,,,0.02,0.19,,
2017,AZ,2017-12-07,18.8,71.45,,,0.625,22.4,3.585,32.6,19.3,,,0.05,,
2017,AZ,2017-12-12,2.6666666666666665,76.5,,,0.5,,3.693333333333333,29.566666666666663,,,0.014,0.16,,
2017,AZ,2017-12-17,2.3,,,,37.0,,,,,,0.64,0.7,101.5,
2017,AZ,2017-12-19,,114.0,,,,,5.29,35.95,85.005,,,,,
2017,AZ,2017-12-20,,95.8,,,,,4.9,32.6,15.9,,,,,
2018,AZ,2018-01-03,,114.5,,,,,5.37,35.349999999999994,73.1,,,,,
2018,AZ,2018-01-05,,95.9,,,,,4.97,32.5,13.9,,,,,
2018,AZ,2018-01-09,4.65,58.6,,,42.21428571428572,,3.18,19.2,,,0.6903,15.466666666666663,150.84615384615384,
2018,AZ,2018-01-16,2.3,101.0,,,,,5.11,34.6,,,0.016,,,
2018,AZ,2018-01-17,,97.5,,,,,5.19,33.0,12.3,,,,,
2018,AZ,2018-01-18,,121.5,,,,,5.67,38.45,94.45,,,,,
2018,AZ,2018-01-25,,45.3,,,,,1.2,24.3,,,,,,
2018,AZ,2018-01-30,1.8,79.2,,,,,4.25,26.4,,,0.0139999999999999,,,
2018,AZ,2018-01-31,2.3,52.0,,,0.24,3264.0,4.3,31.0,142.0,2.3,,0.022,1040.0,
2018,AZ,2018-02-05,,95.8,,,,,5.2,32.0,11.2,,,,,
2018,AZ,2018-02-06,1.45,96.8,,,0.8500000000000001,,4.61,29.766666666666666,95.3,,0.006,,,
2018,AZ,2018-02-08,,45.4,,,,,1.28,24.5,,,,,,
2018,AZ,2018-02-12,16.75,56.0,,,0.3,,2.0,25.5,,,0.01,0.06,,
2018,AZ,2018-02-13,2.2,92.8,,,,,5.18,31.5,,,0.02,,,
2018,AZ,2018-02-14,8.1,,,6.2,80.5,,,,,13.0,0.7955000000000001,26.0,219.75,0.26
2018,AZ,2018-02-20,9.625,242.35,,0.9,0.74,7.0,4.335,90.8,1.3849999999999998,,,0.02,3.3,
2018,AZ,2018-02-21,13.666666666666666,63.45,,,5.2,,4.016666666666667,25.75,6.7,,0.0085,0.4,44.7,
2018,AZ,2018-02-22,,44.6,,,,,1.27,24.1,,,,,,
2018,AZ,2018-02-23,0.47,79.0,0.011,,0.4,,10.0,52.0,0.6,,,0.022,1.8,
2018,AZ,2018-02-27,2.1,148.63333333333333,0.011,,0.5449999999999999,,5.396666666666666,50.63333333333333,0.3,,0.0163333333333333,0.1075,16.0,
2018,AZ,2018-02-28,9.05,144.95,,21.7,,,15.005,52.5,,,0.19,0.121,,
2018,AZ,2018-03-01,3.5,60.9,,5.3,0.21,,4.07,32.7,,,,0.13,,
2018,AZ,2018-03-05,2.3,84.0,,5.9,,17.5,6.22,61.3,,,,,6.3,
2018,AZ,2018-03-06,1.3,94.45,,,,,4.51,27.200000000000003,156.0,,0.0075,,,
2018,AZ,2018-03-08,,44.3,,,,,1.17,24.2,,,,,,
2018,AZ,2018-03-09,,88.1,,,,,4.98,29.1,10.3,,,,,
2018,AZ,2018-03-13,3.6666666666666665,73.05,,,1.1,,6.315,25.1,,,0.0176666666666666,0.08,,
2018,AZ,2018-03-20,,109.0,,,,,5.39,37.0,14.2,,,,,
2018,AZ,2018-03-26,2.35,67.15,,14.5,,,4.01,30.25,,,0.0075,0.046,,
2018,AZ,2018-03-27,53.0,30.08,0.054,46.8,1.3,20.3,4.235,11.112,36.52,1.4,0.1,0.106,4.6,
2018,AZ,2018-03-28,10.8,23.1,,9.2,,,3.62,8.87,,,,0.046,14.7,
2018,AZ,2018-03-29,3.2,58.55,,17.1,,,5.095000000000001,28.45,,,0.017,0.069,31.9,
2018,AZ,2018-03-30,,41.8,,,,,1.34,25.5,,,,,,
2018,AZ,2018-04-03,8.2,82.6,,,,,4.64,8.6,,,,0.049,3.0,
2018,AZ,2018-04-04,8.5,56.1,,,,,4.45,23.1,,,,0.094,20.2,
2018,AZ,2018-04-09,3.4250000000000003,310.0,,1.75,0.7,2.0,6.19,125.9,2.5,,,0.0925,3.7,
2018,AZ,2018-04-10,7.800000000000001,50.2,,25.9,0.63,,3.225,21.25,,,0.0065,0.127,14.0,
2018,AZ,2018-04-11,7.075,64.7,,6.0,1.23,,7.673333333333333,26.666666666666668,,,0.0316666666666666,0.3495,,
2018,AZ,2018-04-12,5.166666666666667,68.86666666666666,,27.8,1.65,,5.353333333333333,18.786666666666665,78.235,,0.05,0.2324999999999999,,
2018,AZ,2018-04-13,,43.7,,,,,1.55,26.7,,,,,,
2018,AZ,2018-04-17,2.0,82.5,,4.2,0.76,,3.975,29.2,10.3,,,0.309,48.0,
2018,AZ,2018-04-18,9.533333333333331,45.25,0.044,2.6,0.7849999999999999,10.2,3.015,23.3,,,0.04,0.5055,51.4,
2018,AZ,2018-04-19,15.4,204.25,,6.1,0.89,,5.865,69.2,,,0.04,0.3655,,
2018,AZ,2018-04-20,,87.7,,,,,5.14,32.2,10.7,,,,,
2018,AZ,2018-04-23,68.7,7.77,,14.1,,,2.35,2.31,0.44,,,0.088,4.6,
2018,AZ,2018-04-24,23.700000000000003,51.94333333333333,,37.9,,,3.1533333333333338,18.52566666666667,,,0.0126666666666666,0.023,,
2018,AZ,2018-04-25,29.2,131.0,,3.1,,35.2,5.89,128.0,6.23,,,0.082,189.0,
2018,AZ,2018-04-26,2.9,73.8,,8.3,,,4.99,52.2,,,,0.065,11.4,
2018,AZ,2018-04-29,17.65,47.2,,,,149.35,2.715,25.2,8.35,,,,,
2018,AZ,2018-04-30,2.4,36.25,,10.5,,,1.88,18.3,,,,0.455,29.5,
2018,AZ,2018-05-01,3.98,57.98,0.0075,7.7,0.77,5.35,7.158,44.28,0.8500000000000001,0.975,,0.1076,1.38,
2018,AZ,2018-05-02,4.5,92.0,,0.8,0.46,,2.7,29.2,,,,0.658,16.2,
2018,AZ,2018-05-03,30.7,12.5,0.034,25.1,,,2.03,5.26,,,,0.034,,
2018,AZ,2018-05-08,,42.8,,,,,1.18,25.1,,,,,,
2018,AZ,2018-05-09,4.3,111.0,,10.3,,,4.48,56.0,,,,0.063,,
2018,AZ,2018-05-11,6.8,70.8,,,,15.9,6.83,22.1,35.3,0.53,0.055,,,
2018,AZ,2018-05-14,,94.0,,,,,4.79,31.6,19.5,,,,,
2018,AZ,2018-05-15,,124.0,,,,,5.55,45.3,23.7,,,,,
2018,AZ,2018-05-18,,121.0,,,,,5.36,34.2,152.0,,,,,
2018,AZ,2018-05-19,5.8,36.0,0.001,0.87,0.31,,1.4,24.0,,0.6,,0.067,1.3,
2018,AZ,2018-05-22,1.3,63.5,,,,,2.89,20.9,,,0.004,,,
2018,AZ,2018-05-23,2.65,65.15,,,0.6,,5.75,,2.5,,,0.1,7.7,
2018,AZ,2018-05-24,3.0,90.0,0.001,0.38,0.31,,3.9,40.0,0.3,0.1,,0.019,1.4,
2018,AZ,2018-05-31,8.6,333.0,,,,,28.4,105.0,,,0.07,,,
2018,AZ,2018-06-04,2.1975,196.86666666666667,,,1.15,,5.07,72.43333333333334,,,0.0176666666666666,0.175,13.0,
2018,AZ,2018-06-05,1.35,103.2,,,0.81,,4.670000000000001,33.03333333333334,95.95,,0.005,0.03,,
2018,AZ,2018-06-06,2.665,48.325,,,,12.1,2.4925,9.6025,33.9,,0.03,,,
2018,AZ,2018-06-08,,86.9,,,,,4.81,30.0,11.6,,,,,
2018,AZ,2018-06-11,29.2,55.05,,,,20.4,3.475,26.950000000000003,36.21,,,,,
2018,AZ,2018-06-12,14.5,51.43333333333334,,,0.75,,4.12,23.433333333333334,11.2,,0.03,0.1959999999999999,,
2018,AZ,2018-06-13,43.06666666666666,47.2,,,,132.0,4.855,29.25,20.2,,0.05,0.07,,
2018,AZ,2018-06-18,,124.5,,,,,5.505,40.05,92.05,,,,,
2018,AZ,2018-06-20,9.2,81.2,,,,,24.4,47.6,,,0.02,0.26,,
2018,AZ,2018-06-21,4.65,82.75,,,1.6,,7.82,24.6,10.6,,0.03,0.25,,
2018,AZ,2018-06-25,5.0,151.0,,,,20.5,5.67,79.4,8.62,,,,,
2018,AZ,2018-06-26,23.933333333333334,56.65,,,0.995,7370.0,3.045,32.599999999999994,861.0,,0.04,0.4,2.0,
2018,AZ,2018-06-27,6.5,54.7,,,,12.1,4.220000000000001,22.95,48.5,,0.035,,,
2018,AZ,2018-07-03,3.1,24.0,,,,,1.15,3.86,,,,,,
2018,AZ,2018-07-09,8.4,60.9,,,107.875,,,20.0,,8.1,2.15,63.6625,511.875,0.45
2018,AZ,2018-07-10,,114.5,,,,,5.725,36.75,49.15,,,,,
2018,AZ,2018-07-11,7.3,,,,33.125,,,,,,0.582,10.38,148.0,
2018,AZ,2018-07-12,,88.8,,,,,4.9,31.8,9.11,,,,,
2018,AZ,2018-07-19,,39.3,,,,,1.54,22.6,,,,,,
2018,AZ,2018-07-23,,90.5,,,,,4.74,31.5,9.23,,,,,
2018,AZ,2018-07-24,1.3,101.66666666666669,,,,,4.013333333333333,31.933333333333337,95.85,,,,,
2018,AZ,2018-08-01,4.0,33.3,,27.5,3.9,,7.649999999999999,17.3,1.9,,,,14.6,
2018,AZ,2018-08-02,2.5,210.0,,9.5,,,6.25,95.9,2.96,,,,76.6,
2018,AZ,2018-08-07,3.1,,,,45.5,,,,,5.7,0.49,6.4,139.5,
2018,AZ,2018-08-08,,89.3,,,,,4.63,31.7,12.4,,,,,
2018,AZ,2018-08-10,,120.5,,,63.5,,5.225,38.35,81.85,50.0,0.412,,1100.0,
2018,AZ,2018-08-11,13.0,,,,73.0,,,,,,0.65,22.7,269.15,0.11
2018,AZ,2018-08-14,8.92,80.46666666666667,,,3.0,,3.97,29.433333333333334,,,0.0615,1.74,9.0,0.007
2018,AZ,2018-08-22,2.85,100.46666666666664,,,9.6,,4.56,31.766666666666666,80.3,,0.6,5.54,21.0,0.019
2018,AZ,2018-08-23,6.0,70.25,,,,,5.51,25.35,12.9,,0.05,0.03,,
2018,AZ,2018-08-24,25.8,42.3,,,0.43,,2.69,31.5,,,0.09,0.12,,
2018,AZ,2018-08-27,1.4,61.1,,,,,2.78,20.1,,,,,,
2018,AZ,2018-08-28,0.5,254.7,,1.1,1.6,2.6,5.8,86.1,1.3,0.7,,0.022,4.7,
2018,AZ,2018-08-29,11.0,79.2,,,13.7,,10.1,22.4,,,0.92,12.4,48.0,0.031
2018,AZ,2018-08-30,5.7,49.6,,,20.5,,4.24,17.25,,,0.95,18.9,59.0,0.033
2018,AZ,2018-09-04,,93.4,,,,,4.82,33.1,13.4,,,,,
2018,AZ,2018-09-05,7.066666666666666,162.15,,,20.3,,9.845,46.825,75.65,,0.8500000000000001,47.5,113.0,0.126
2018,AZ,2018-09-06,,60.0,,,,,,19.9,,,,,,
2018,AZ,2018-09-10,,42.1,,,,,1.39,24.7,,,,,,
2018,AZ,2018-09-11,9.8,48.0,0.014,1.2666666666666666,0.9725,2.833333333333333,2.15,33.0,8.842500000000001,3.0275,,0.4955,2.0,
2018,AZ,2018-09-12,11.0,247.0,,,0.49,9830.0,20.0,144.0,316.0,,,0.017,25.0,
2018,AZ,2018-09-13,4.6,77.4,,6.4,,13.7,4.75,61.4,2.53,,,,46.7,
2018,AZ,2018-09-19,5.7,31.7,,12.9,,46.5,3.12,12.3,37.8,0.34,,0.103,55.5,
2018,AZ,2018-09-27,,41.2,,,,,1.33,24.5,,,,,,
2018,AZ,2018-10-02,1.4,60.8,,,,,2.76,19.9,,,0.0955,,44.0,
2018,AZ,2018-10-06,8.05,40.400000000000006,0.1,,1.2,,4.35,28.950000000000003,,,,,4.2,
2018,AZ,2018-10-15,,43.0,,,,,1.38,24.3,,,,,,
2018,AZ,2018-10-16,,86.9,,,,13.1,6.72,30.5,44.6,,,,,
2018,AZ,2018-10-17,,105.0,,,,,5.22,37.9,7.44,,,,,
2018,AZ,2018-10-22,0.049,53.0,0.005,,0.53,3380.0,5.4,41.0,110.0,4.7,,0.005,207.0,
2018,AZ,2018-10-24,2.5,108.0,,,,,5.19,37.1,,,0.0305,,,
2018,AZ,2018-10-29,,292.0,,,,,12.8,10.9,,,,,,
2018,AZ,2018-10-30,17.55,55.9,,,0.65,,1.98,25.5,,,0.03,0.193,,
2018,AZ,2018-10-31,,70.4,,,,,2.895,25.8,116.0,,,,,
2018,AZ,2018-11-02,5.6,85.5,0.02,,,,4.9,46.7,,,,,3.4,
2018,AZ,2018-11-05,6.4,69.5,0.05,1.5,,,6.5,21.5,78.1,,0.04,,,
2018,AZ,2018-11-06,1.5,81.5,,,,,3.92,27.4,14.3,,0.0075,,,
2018,AZ,2018-11-07,,104.0,,,,,9.17,38.0,4.17,,,0.3,,
2018,AZ,2018-11-11,,150.0,,,1.3,,5.8,,11.8,,,,2.5,
2018,AZ,2018-11-12,10.9,44.4,,,2.1,,4.8,,7.1,,,,32.6,
2018,AZ,2018-11-14,,119.0,,,,,5.58,33.0,142.0,,,,,
2018,AZ,2018-11-19,,95.7,,,,,5.04,34.4,14.4,,,,,
2018,AZ,2018-11-20,6.1450000000000005,374.5,,1.3,0.63,,17.1,127.2,1.0,,0.37,0.09,8.9,
2018,AZ,2018-11-27,,44.0,,,,,1.3,25.1,,,,,,
2018,AZ,2018-11-28,,112.0,,,,,5.135,36.2,75.24,,,,,
2018,AZ,2018-11-29,2.4,61.7,,,39.38461538461539,,3.21,21.7,,,0.44425,8.52142857142857,151.14285714285714,0.04
2018,AZ,2018-12-03,1.4,77.55,,,,,3.875,27.2,12.3,,0.005,,,
2018,AZ,2018-12-11,3.16,66.3,,,0.5666666666666667,,4.684,31.625,2.8,,0.0139999999999999,0.12,1.7999999999999998,
2018,AZ,2018-12-12,,106.0,,,,,4.86,38.3,8.29,,,,,
2018,AZ,2018-12-13,19.25,41.5,,,0.6950000000000001,,3.56,35.4,,,0.05,0.25,,
2018,AZ,2018-12-14,3.85,55.2,,,0.8,,7.05,19.4,,,0.03,0.23,,
2018,AZ,2018-12-18,7.25,91.0,,,,,13.4,31.2,,,0.01,0.16,,0.005
2018,AZ,2018-12-19,3.25,78.95,,,3.7,,4.96,24.0,16.9,,0.07,0.67,3.0,
2019,AZ,2019-01-29,2.5,89.5,,,,,4.71,31.4,,,0.0165,,,
2019,AZ,2019-01-30,1.6,81.475,,,,16.0,3.645,28.7,73.5,,,,,
2019,AZ,2019-02-08,6.2,68.3,,,,,6.43,21.1,75.5,,0.03,,,
2019,AZ,2019-02-11,2.2,88.7,,,,,4.63,31.2,,,0.0155,,,
2019,AZ,2019-02-12,1.5,47.3,,,,,1.995,18.450000000000003,,,,,,
2019,AZ,2019-02-14,6.8,260.0,,,8.6,,23.7,79.8,,,0.20875,0.42,48.75,
2019,AZ,2019-02-21,3.6,,,,34.0,,,,,,0.835,18.85,128.45,0.05
2019,AZ,2019-02-25,15.25,52.8,,,0.9,,1.93,22.4,,,0.04,0.36,,
2019,AZ,2019-02-26,2.2,88.0,,,,,4.69,30.6,,,0.0185,,,
2019,AZ,2019-02-27,1.4,42.8,,,,,2.175,15.15,,,0.0035,,,
2019,AZ,2019-03-05,,83.8,,,,,4.52,29.4,9.94,,,,,
2019,AZ,2019-03-12,2.75,67.5,,,26.0,,3.05,22.0,,,0.186,5.6,73.5,
2019,AZ,2019-03-14,10.55,62.720000000000006,,,2.05,,7.348000000000001,40.08,,,0.0255,0.51,,
2019,AZ,2019-03-18,,12.1,,,,,0.93,5.58,,,,,,
2019,AZ,2019-03-25,4.55,55.8,,,0.9,,7.02,19.8,,,0.02,0.26,,
2019,AZ,2019-03-26,1.9,45.8,,,2.44,,2.55,14.1,,,0.057,0.8130000000000001,7.0,0.005
2019,AZ,2019-03-28,2.1,54.400000000000006,,,,,2.885,21.35,,,0.018,,,
2019,AZ,2019-03-29,9.3,33.6,,,2.05,,2.66,21.6,,,0.07,0.299,2.0,
2019,AZ,2019-04-02,2.2,52.15,,,6.022499999999999,,3.04,15.185,,,0.3,2.691333333333333,14.0,0.009
2019,AZ,2019-04-08,,494.0,,,2.8,,11.7,177.0,,,,,,
2019,AZ,2019-04-09,1.4,70.8,,,,,3.32,23.3,,,0.0035,,,
2019,AZ,2019-04-10,0.54,371.0,0.014,,1.3,1.3,5.0,133.0,1.1,,,0.009,3.8,
2019,AZ,2019-04-11,2.2,83.0,,,,,4.62,29.7,,,0.13,,,
2019,AZ,2019-04-15,,64.75,,,,,2.86,26.3,7.8,,,,,
2019,AZ,2019-04-16,4.0,81.89999999999999,,,0.66,,6.420000000000001,45.18333333333334,55.75,1.2,,0.0385,0.6499999999999999,
2019,AZ,2019-04-17,1.2,81.0,,,0.91,2.0,16.0,92.0,0.33,1.5,,0.032,0.5,
2019,AZ,2019-04-18,5.5,62.0,,,0.46,,8.6,51.0,0.47,1.2,,0.038,0.4,
