Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield
-0.19596200650543041,-0.2250946625869288,Bagerhat,Rabi,-1.324513080759169,-1.9214742653427666,Wheat,December,Jan To March,April,-0.22866728560813365,-1.843402588238602,-0.2873352377074204,-1.288480900201188,-2.0931328518967343,-0.5183524096172182,2.3267711942265965,1.887353111624996,-1.9959662480396063,-1.0860293271474049,1.301555975601201,0.49670490876390005,1.917598303351362,-1.2437386799544716,-1.226137378085482,-1.2543124475919334,-1.707466453994524,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.14888931135862443,0.8007811545244576,1.365928665904563,1.225749276307218,Optimal,-1.048795610244615,-0.6532453335566707,-0.7758144248917377,-1.0748250850846464,-0.6619825439930697,-0.9293618525726387,Low Risk,-0.568689984981321,-0.45974516117216885,-0.15335541526302504,0.7722007722007722
-0.1922953389826419,-0.14307693595115756,Bagerhat,Rabi,-0.7380496464364183,-1.3760344555418678,Maize 2,December,Jan To March,April,-0.2178155749783737,-0.6560671679059114,-0.5647333636740542,-1.288480900201188,-1.5081209407328424,-0.5183524096172182,2.3267711942265965,1.887353111624996,-1.9959662480396063,-1.0860293271474049,1.301555975601201,0.49670490876390005,1.917598303351362,-1.2437386799544716,-1.226137378085482,-1.2543124475919334,-1.707466453994524,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.14888931135862443,0.8007811545244576,1.365928665904563,1.225749276307218,Optimal,-1.048795610244615,-0.6532453335566707,-0.7758144248917377,-1.0748250850846464,-0.6619825439930697,-0.9293618525726387,Low Risk,-0.568689984981321,-0.45974516117216885,-0.15335541526302504,2.2470308788598574
3.0900058389170035,-0.16527430340608762,Bagerhat,Rabi,0.4348772222090829,-0.012434931039620947,Boro,November,Dec To March,April,3.67786126193148,1.5489843269976569,-0.934597531629566,-0.29867208540343043,0.2469147927588328,-0.5183524096172182,2.3267711942265965,1.887353111624996,-1.9959662480396063,-1.0860293271474049,1.301555975601201,0.49670490876390005,1.917598303351362,-1.2437386799544716,-1.226137378085482,-1.2543124475919334,-1.707466453994524,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.5344603441920722,1.0399870395137247,1.2346207131875655,0.9616994123403886,Optimal,-1.048795610244615,-0.6532453335566707,-0.7758144248917377,-1.0748250850846464,-0.6619825439930697,-0.9293618525726387,Low Risk,-0.568689984981321,-0.45974516117216885,-0.15335541526302504,1.847881242307772
-0.18763278645366394,-0.0729094419944572,Bagerhat,Rabi,-0.7380496464364183,0.8057247836617272,Sweet Potato,November,Dec To March,April,-0.19957422761950108,-1.1649252051913501,-0.009937111740786542,0.6911367293943274,0.8319267039227246,-0.5183524096172182,2.3267711942265965,1.887353111624996,-1.9959662480396063,-1.0860293271474049,1.301555975601201,0.49670490876390005,1.917598303351362,-1.2437386799544716,-1.226137378085482,-1.2543124475919334,-1.707466453994524,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.5344603441920722,1.0399870395137247,1.2346207131875655,0.9616994123403886,Optimal,-1.048795610244615,-0.6532453335566707,-0.7758144248917377,-1.0748250850846464,-0.6619825439930697,-0.9293618525726387,Low Risk,-0.568689984981321,-0.45974516117216885,-0.15335541526302504,3.508771929824561
-0.19315542148798734,0.009729802108043329,Bagerhat,Kharif 1,1.607804090854584,-0.2851548359400703,Mango,April,April To May,April To June,-0.20374908144086987,0.8705069439504051,1.8393837280367724,-1.288480900201188,0.8319267039227246,-0.5729802394836117,0.9765855912740056,-0.5093350120093214,0.43132085308847934,-0.6455324959716009,-1.003847593852449,-1.4886221468068686,-0.2304171824827993,-1.402614071439096,-1.3775333807564478,-0.9648462710920293,0.4988163488205434,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.2882880693830244,0.5510220687268412,0.6460797108310234,0.6017446449516441,Optimal,-0.32999558796754647,1.8447035988978142,0.7681447127277451,-0.1962245517860118,-0.6619825439930697,-0.3923548694263201,High Risk,1.7584273090950344,2.1751180533371883,-0.15335541526302504,4.994778067885117
-0.19967394152850024,1.2176709522159146,Bagerhat,Kharif 1,2.2475823828430395,1.0784446885621766,Jack Fruit,April,April To May,April To June,-0.19465750081942218,2.7363197473303473,0.914723308147993,0.6911367293943274,1.4169386150866163,-0.5729802394836117,0.9765855912740056,-0.5093350120093214,0.43132085308847934,-0.6455324959716009,-1.003847593852449,-1.4886221468068686,-0.2304171824827993,-1.402614071439096,-1.3775333807564478,-0.9648462710920293,0.4988163488205434,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.2882880693830244,0.5510220687268412,0.6460797108310234,0.6017446449516441,Optimal,-0.32999558796754647,1.8447035988978142,0.7681447127277451,-0.1962245517860118,-0.6619825439930697,-0.3923548694263201,High Risk,1.7584273090950344,2.1751180533371883,-0.15335541526302504,26.71578947368421
-0.1997871102792036,0.3659347229582682,Bagerhat,Kharif 1,1.2879149448603566,0.8057247836617272,Ripe Papaya,April,April To May,April To May,-0.2166518526588284,0.7008875981885921,1.4695195600812607,0.6911367293943274,0.8319267039227246,-0.5729802394836117,0.9765855912740056,-0.5093350120093214,0.43132085308847934,-0.6455324959716009,-1.003847593852449,-1.4886221468068686,-0.2304171824827993,-1.402614071439096,-1.3775333807564478,-0.9648462710920293,0.4988163488205434,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,-0.4650584101530973,0.11013279051133056,0.9579360985338922,1.2238809989678303,Optimal,-0.32999558796754647,1.8447035988978142,0.7681447127277451,-0.1962245517860118,-0.6619825439930697,-0.3923548694263201,High Risk,1.7584273090950344,2.1751180533371883,-0.15335541526302504,11.4
0.12308333547745035,-0.20581728465993454,Bagerhat,Kharif 1,0.4348772222090829,-0.012434931039620947,Aus,March,April To July,Aug,0.0020552107707168354,1.5489843269976569,-0.934597531629566,-0.29867208540343043,0.2469147927588328,-0.5729802394836117,0.9765855912740056,-0.5093350120093214,0.43132085308847934,-0.6455324959716009,-1.003847593852449,-1.4886221468068686,-0.2304171824827993,-1.402614071439096,-1.3775333807564478,-0.9648462710920293,0.4988163488205434,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,0.8859231702748692,1.047022506719291,0.6929754082299511,0.4778155814389117,Optimal,-0.32999558796754647,1.8447035988978142,0.7681447127277451,-0.1962245517860118,-0.6619825439930697,-0.3923548694263201,High Risk,1.7584273090950344,2.1751180533371883,-0.15335541526302504,1.118843608498781
-0.18190644766807448,-0.19094005614057305,Bagerhat,Rabi,0.3282475068776737,1.6238844983630754,Karala,February,March To July,Aug To Sep,-0.21382982603393105,-0.6560671679059114,1.2845874761035048,2.175849951590964,0.8319267039227246,-0.5183524096172182,2.3267711942265965,1.887353111624996,-1.9959662480396063,-1.0860293271474049,1.301555975601201,0.49670490876390005,1.917598303351362,-1.2437386799544716,-1.226137378085482,-1.2543124475919334,-1.707466453994524,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,1.1676866173454663,1.2580865228862914,0.6718723444004338,0.345167890342367,Optimal,-1.048795610244615,-0.6532453335566707,-0.7758144248917377,-1.0748250850846464,-0.6619825439930697,-0.9293618525726387,Low Risk,-0.568689984981321,-0.45974516117216885,-0.15335541526302504,1.3863636363636365
-0.18254019267201324,0.3280900856203487,Bagerhat,Kharif 2,1.0746555141975382,-0.8305946457409691,Sugarcane,October,Nov To Aug,Aug To Sep,-0.09872314210190633,1.209745635474031,0.5448591401924812,-1.7833853076000672,0.2469147927588328,-0.0192706775727026,2.3267711942265965,1.2898339620319412,-0.37534225077452815,1.0669488360290085,1.263930377849565,0.8756635043026748,1.1618640695640436,-0.2528856460626923,-0.12961752789180095,-0.6809364339801209,-1.9994076742255182,-0.414794973920004,2.5034356589526614,2.342787969393875,-1.3967802406880074,-0.8141611701135472,1.8572962030040692,-2.107608136176323,-1.1166213817100594,Optimal,Loamy,1.4568648919705527,1.479703739861641,0.6554588503108089,0.16145395196921863,Optimal,0.9814887747702329,-0.6532453335566707,0.1407208658380329,0.728315878678564,-0.6619825439930697,0.9870526333686586,Low Risk,-0.568689984981321,-0.45974516117216885,-0.15335541526302504,10.719483568075118
