District,month,year,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat
Joypurhat,5,2022,0.1941988710191223,0.2138093416507427,0.0196,1.0953,Moderate
Naogaon,5,2022,0.1872195732061088,0.2115757927520399,0.0244,1.1241,Moderate
Natore,5,2022,0.2280160810623257,0.2280197651891769,0.0,0.9956,Moderate
Chapai Nawabganj,5,2022,0.1642654153723436,0.1817930238580804,0.0175,1.1,Moderate
Pabna,5,2022,0.2764453171731031,0.2849591735367613,0.0085,1.0271,Optimal
Rajshahi,5,2022,0.2058548910463955,0.2240952642089565,0.0182,1.0833,Moderate
Sirajganj,5,2022,0.2442434494193517,0.2470012065488443,0.0028,1.0072,Moderate
Dinajpur,5,2022,0.1950002789852165,0.2046107507074281,0.0096,1.0439,Moderate
Gaibandha,5,2022,0.2484482188111058,0.2664141558517753,0.018,1.068,Optimal
Kurigram,5,2022,0.3094263032580007,0.332559215799202,0.0231,1.0713,Optimal
Lalmonirhat,5,2022,0.2454436569791268,0.2271600038981102,-0.0183,0.9218,Moderate
Nilphamari,5,2022,0.2198483745656382,0.1987841137225017,-0.0211,0.9001,Moderate
Panchagar,5,2022,0.2528199470257561,0.2508350695660031,-0.002,0.9882,Optimal
Rangpur,5,2022,0.2163059868624277,0.2174856628449562,0.0012,1.0008,Moderate
Thakurgaon,5,2022,0.2264008367092674,0.2368682639815411,0.0105,1.0416,Moderate
Barguna,5,2022,0.2737934790590888,0.3112421336650995,0.0374,1.1326,Optimal
Barishal,6,2022,0.3482305404311883,0.3631074143027117,0.0149,1.0397,Optimal
Bhola,6,2022,0.3291301043563984,0.343358469781624,0.0142,1.0401,Optimal
Jhallokati,6,2022,0.2953339148185559,0.3119697918143514,0.0166,1.0528,Optimal
Patuakhali,6,2022,0.3817494709190525,0.4037431274444606,0.022,1.0548,Optimal
Pirojpur,6,2022,0.298794082837085,0.3068060508304218,0.008,1.0234,Optimal
Bandarban,6,2022,0.3367714315650016,0.3430819231275706,0.0063,1.0157,Optimal
Brahmanbaria,6,2022,0.3751454003549496,0.3695165197984605,-0.0056,0.9824,Optimal
Chandpur,6,2022,0.327645762667668,0.3202471728911814,-0.0074,0.9744,Optimal
Chattogram,6,2022,0.349263239762392,0.3499109687308812,0.0006,0.999,Optimal
Cumilla,6,2022,0.3375445178365904,0.3290336987848374,-0.0085,0.9719,Optimal
CoxsBazar,6,2022,0.3508159866666093,0.3455459417778593,-0.0053,0.9822,Optimal
Feni,6,2022,0.330981301005587,0.3337321528311888,0.0028,1.0053,Optimal
Khagrachari,6,2022,0.3464331640152756,0.3541174893350047,0.0077,1.0192,Optimal
Lakshmipur,6,2022,0.3036143448447808,0.2940191640042122,-0.0096,0.9652,Optimal
Noakhali,6,2022,0.3322562230471675,0.329820398404428,-0.0024,0.9897,Optimal
Rangamati,6,2022,0.3385608540673248,0.3457704224765872,0.0072,1.0183,Optimal
Dhaka,6,2022,0.3637390167515363,0.3634011515358187,-0.0003,0.9963,Optimal
Faridpur,6,2022,0.3262384663349683,0.3754500132248736,0.0492,1.1473,Optimal
Gazipur,6,2022,0.4151249392605458,0.4131378646198219,-0.002,0.9928,Optimal
Gopalganj,6,2022,0.3880199818189905,0.5958460180763684,0.2078,1.5317,Optimal
Jamalpur,6,2022,0.3613970748915028,0.3453294484810268,-0.0161,0.9529,Optimal
Kishoreganj,6,2022,0.3927205241495239,0.3895736928790241,-0.0031,0.9895,Optimal
Madaripur,6,2022,0.348784941863833,0.3753672356124629,0.0266,1.0731,Optimal
Manikganj,6,2022,0.312280937585031,0.3033719439869342,-0.0089,0.9684,Optimal
Munshiganj,6,2022,0.3219707985335911,0.3130512121719325,-0.0089,0.9693,Optimal
Mymensingh,6,2022,0.3914326777193911,0.3823122190786777,-0.0091,0.9742,Optimal
Narayanganj,6,2022,0.3716673940966357,0.3672945443775509,-0.0044,0.9856,Optimal
Narsingdi,6,2022,0.3824063163967033,0.3806891480985947,-0.0017,0.9929,Optimal
Netrokona,6,2022,0.4124254620912586,0.412878898251544,0.0005,0.9987,Optimal
Rajbari,6,2022,0.2606080119731346,0.2828423631105426,0.0222,1.0812,Optimal
Shariatpur,6,2022,0.3513176973273114,0.3627518228537529,0.0114,1.0296,Optimal
Sherpur,6,2022,0.3780932331135833,0.3607164897080613,-0.0174,0.9515,Optimal
Tangail,6,2022,0.3648642112279586,0.3528298885508089,-0.012,0.9644,Optimal
Bagerhat,6,2022,0.3785706284442268,0.418863792246142,0.0403,1.1035,Optimal
Chuadanga,6,2022,0.2182734805570718,0.2529535118257805,0.0347,1.1536,Optimal
Jashore,6,2022,0.238877210376184,0.2963005473141746,0.0574,1.2352,Optimal
Jhenaidah,6,2022,0.2311925345138941,0.2662269475889281,0.035,1.1466,Optimal
Khulna,6,2022,0.3536133945722375,0.4177243755564124,0.0641,1.178,Optimal
Kushtia,6,2022,0.2200542915237703,0.2468365640114399,0.0268,1.1166,Moderate
Magura,6,2022,0.2575582485605887,0.2912626851044516,0.0337,1.1265,Optimal
Meherpur,6,2022,0.2156678894546724,0.2492559650444215,0.0336,1.1504,Moderate
Narail,6,2022,0.333538486590529,0.4506429268122248,0.1171,1.3471,Optimal
Satkhira,6,2022,0.3225576798386774,0.3687036291110563,0.0461,1.1395,Optimal
Habiganj,6,2022,0.3955531509101559,0.3942796265023666,-0.0013,0.9943,Optimal
Moulvibazar,6,2022,0.4014294200142895,0.4108092656970746,0.0094,1.0208,Optimal
Sunamganj,6,2022,0.4280734991140301,0.4305430370652034,0.0025,1.0034,Optimal
Sylhet,6,2022,0.4547591463922719,0.4599684978726457,0.0052,1.0092,Optimal
Bogura,6,2022,0.329520796544058,0.3242465819433543,-0.0053,0.981,Optimal
Joypurhat,6,2022,0.2945826178068643,0.2874581260340554,-0.0071,0.9725,Optimal
Naogaon,6,2022,0.255343167003124,0.2555370999976215,0.0002,0.9969,Optimal
Natore,6,2022,0.2829031817628505,0.2787361317575247,-0.0042,0.9818,Optimal
Chapai Nawabganj,6,2022,0.172838468041958,0.1967859097369332,0.0239,1.132,Moderate
Pabna,6,2022,0.311162002342949,0.311373225581631,0.0002,0.9975,Optimal
Rajshahi,6,2022,0.2327945619306158,0.2503420394634601,0.0175,1.0708,Optimal
Sirajganj,6,2022,0.3276643285147594,0.3232376157775405,-0.0044,0.9835,Optimal
Dinajpur,6,2022,0.3198250569569481,0.2985391430870912,-0.0213,0.9305,Optimal
Gaibandha,6,2022,0.3698460145581363,0.3695584468702806,-0.0003,0.9965,Optimal
Kurigram,6,2022,0.3975031831065359,0.4075258539858579,0.01,1.0226,Optimal
Lalmonirhat,6,2022,0.357504600499577,0.3403814305714948,-0.0171,0.9494,Optimal
Nilphamari,6,2022,0.3391368511940557,0.3061552557290466,-0.033,0.9001,Optimal
Panchagar,6,2022,0.3848940221998751,0.3691421882339598,-0.0158,0.9566,Optimal
Rangpur,6,2022,0.3523600032320331,0.3336039423019824,-0.0188,0.9441,Optimal
Thakurgaon,6,2022,0.3531977240859135,0.3375182063700406,-0.0157,0.9529,Optimal
Barguna,6,2022,0.4142310516444402,0.438153640695606,0.0239,1.0552,Optimal
Barishal,7,2022,0.3549951336290003,0.3801043565758689,0.0251,1.0677,Optimal
Bhola,7,2022,0.3410994480165333,0.3594575947550862,0.0184,1.0507,Optimal
Jhallokati,7,2022,0.3049399492246383,0.3293687028830127,0.0244,1.0766,Optimal
Patuakhali,7,2022,0.3914739556053778,0.4204889827669728,0.029,1.0714,Optimal
Pirojpur,7,2022,0.3160940277584719,0.3260362738126852,0.0099,1.0282,Optimal
Bandarban,7,2022,0.3421886515078545,0.3567075966577472,0.0145,1.0394,Optimal
Brahmanbaria,7,2022,0.3882996622777968,0.39037081287868,0.0021,1.0028,Optimal
Chandpur,7,2022,0.3365610332437315,0.3322691142483026,-0.0043,0.9843,Optimal
Chattogram,7,2022,0.3541731112710838,0.3557106357399244,0.0015,1.0015,Optimal
Cumilla,7,2022,0.3541094258134365,0.3462709825057138,-0.0078,0.9751,Optimal
CoxsBazar,7,2022,0.3479585544324071,0.3464076515127791,-0.0016,0.9927,Optimal
Feni,7,2022,0.335993864931881,0.3415228164838635,0.0055,1.0134,Optimal
Khagrachari,7,2022,0.3655079139390853,0.3800917612303288,0.0146,1.0371,Optimal
Lakshmipur,7,2022,0.3197266911492404,0.3114382894493251,-0.0083,0.971,Optimal
Noakhali,7,2022,0.3321495021438027,0.3335329763795731,0.0014,1.0012,Optimal
Rangamati,7,2022,0.3621791047595736,0.3748369121228,0.0127,1.0321,Optimal
Dhaka,7,2022,0.3439178545504219,0.3562934607848116,0.0124,1.033,Optimal
Faridpur,7,2022,0.2749242697520458,0.3489733672416598,0.074,1.2647,Optimal
Gazipur,7,2022,0.3971193413611227,0.4018101197757062,0.0047,1.0093,Optimal
Gopalganj,7,2022,0.4776989213062992,0.7472610204241802,0.2696,1.561,Optimal
Jamalpur,7,2022,0.2970072265226738,0.3148001659395106,0.0178,1.0564,Optimal
Kishoreganj,7,2022,0.3965988185725283,0.3998079417600518,0.0032,1.0056,Optimal
Madaripur,7,2022,0.3566977994290717,0.3994160598990593,0.0427,1.1166,Optimal
Manikganj,7,2022,0.2773303258539357,0.292594620997306,0.0153,1.0512,Optimal
Munshiganj,7,2022,0.3138143286054237,0.3162821522606853,0.0025,1.0047,Optimal
Mymensingh,7,2022,0.3700790029291572,0.3668290761399153,-0.0032,0.9885,Optimal
Narayanganj,7,2022,0.3710181843681434,0.3732544404602815,0.0022,1.0033,Optimal
Narsingdi,7,2022,0.3918914519203464,0.3981733187431315,0.0063,1.0134,Optimal
Netrokona,7,2022,0.4068181134217561,0.4097724055239798,0.003,1.0048,Optimal
Rajbari,7,2022,0.1955180184639688,0.2359104540344439,0.0404,1.2005,Moderate
Shariatpur,7,2022,0.3556834196379791,0.3769160904379671,0.0212,1.0567,Optimal
Sherpur,7,2022,0.3143787087859845,0.3248535556483214,0.0105,1.03,Optimal
Tangail,7,2022,0.3303266377798969,0.3378726962541581,0.0075,1.0198,Optimal
Bagerhat,7,2022,0.404468433849347,0.4526571686542072,0.0482,1.1164,Optimal
Chuadanga,7,2022,0.2080043891276775,0.2405492789876763,0.0325,1.1509,Moderate
Jashore,7,2022,0.2206691123579516,0.2851074749604821,0.0644,1.2862,Optimal
Jhenaidah,7,2022,0.1940964002580921,0.2397283162244794,0.0456,1.2288,Moderate
Khulna,7,2022,0.3771347361587503,0.4496371261209281,0.0725,1.1891,Optimal
Kushtia,7,2022,0.1713257453171718,0.2151783173514056,0.0439,1.2487,Moderate
Magura,7,2022,0.1930527846146045,0.2474527332836078,0.0544,1.2752,Moderate
Meherpur,7,2022,0.200854484333146,0.2347344975413814,0.0339,1.1629,Moderate
Narail,7,2022,0.3588237173594749,0.5241556505599663,0.1653,1.4567,Optimal
Satkhira,7,2022,0.3316497223954553,0.3718639886397795,0.0402,1.1179,Optimal
Habiganj,7,2022,0.4005775690979585,0.4054709822013714,0.0049,1.0097,Optimal
Moulvibazar,7,2022,0.4056351163191565,0.4186118829465363,0.013,1.0295,Optimal
Sunamganj,7,2022,0.4222760229797568,0.4258886072455727,0.0036,1.0062,Optimal
Sylhet,7,2022,0.4486018635066818,0.4560213559484714,0.0074,1.0143,Optimal
Bogura,7,2022,0.2486060769960456,0.2954081589336624,0.0468,1.1835,Optimal
Joypurhat,7,2022,0.2085044917759004,0.2584915965533518,0.05,1.2338,Optimal
Naogaon,7,2022,0.1908305857302829,0.2378901809509427,0.0471,1.2401,Moderate
Natore,7,2022,0.2133635100192823,0.2573174633132883,0.044,1.2004,Optimal
Chapai Nawabganj,7,2022,0.1479169522371501,0.1862928163782897,0.0384,1.251,Moderate
Pabna,7,2022,0.2524235304569497,0.2851669342913567,0.0327,1.1253,Optimal
Rajshahi,7,2022,0.2019698385764919,0.2391463675469633,0.0372,1.1782,Moderate
Sirajganj,7,2022,0.275029136988749,0.3102961261861802,0.0353,1.1241,Optimal
Dinajpur,7,2022,0.2561701392562735,0.2803683077587584,0.0242,1.0902,Optimal
Gaibandha,7,2022,0.2892121631130045,0.3299713874219527,0.0408,1.137,Optimal
Kurigram,7,2022,0.3441766467947936,0.366942911804725,0.0228,1.0631,Optimal
Lalmonirhat,7,2022,0.3144446481294589,0.2935894307155059,-0.0209,0.9307,Optimal
Nilphamari,7,2022,0.3050719715222037,0.2752562699785371,-0.0298,0.8993,Optimal
Panchagar,7,2022,0.3788076681776337,0.3698169988850026,-0.009,0.9737,Optimal
Rangpur,7,2022,0.2747425656701162,0.2895734680784262,0.0148,1.0502,Optimal
Thakurgaon,7,2022,0.3326660786785824,0.3360954722215755,0.0034,1.0073,Optimal
Barguna,7,2022,0.4288634543597569,0.4554973205810509,0.0266,1.0596,Optimal
Barishal,8,2022,0.3729455008376247,0.3916521566509691,0.0187,1.0474,Optimal
Bhola,8,2022,0.3548997503505186,0.3688736110116456,0.014,1.0365,Optimal
Jhallokati,8,2022,0.3332177049209427,0.3506799753759718,0.0175,1.0493,Optimal
Patuakhali,8,2022,0.4187458978481989,0.4394405815896191,0.0207,1.0469,Optimal
Pirojpur,8,2022,0.349677896319703,0.3577946275886274,0.0081,1.0203,Optimal
Bandarban,8,2022,0.3555611913592012,0.3677869227698652,0.0122,1.0315,Optimal
Brahmanbaria,8,2022,0.3778664525792051,0.3793963429845334,0.0015,1.0014,Optimal
Chandpur,8,2022,0.3369948627237154,0.3310490456238692,-0.0059,0.9794,Optimal
Chattogram,8,2022,0.3564732073234507,0.355998223716991,-0.0005,0.9959,Optimal
Cumilla,8,2022,0.3485739167606157,0.3416278882580608,-0.0069,0.9773,Optimal
CoxsBazar,8,2022,0.3619329121674339,0.3557258283357516,-0.0062,0.9801,Optimal
Feni,8,2022,0.3303167406989133,0.3358381154599694,0.0055,1.0136,Optimal
Khagrachari,8,2022,0.3689134761691094,0.3843799770197373,0.0155,1.0391,Optimal
Lakshmipur,8,2022,0.3301580525167824,0.3148240729145438,-0.0153,0.9507,Optimal
Noakhali,8,2022,0.3308043734996553,0.3277960810339843,-0.003,0.9879,Optimal
Rangamati,8,2022,0.3677694242544737,0.3819131590318055,0.0141,1.0356,Optimal
Dhaka,8,2022,0.3412602253550797,0.3528261902297462,0.0116,1.0309,Optimal
Faridpur,8,2022,0.2892454229207861,0.3494331488021529,0.0602,1.2039,Optimal
Gazipur,8,2022,0.4038488699500537,0.4087076567199165,0.0049,1.0095,Optimal
Gopalganj,8,2022,0.5510941076888561,0.7824814171308141,0.2314,1.4173,Optimal
Jamalpur,8,2022,0.3154928938320918,0.3206713725612135,0.0052,1.0132,Optimal
Kishoreganj,8,2022,0.3861674840581961,0.386620368198185,0.0005,0.9986,Optimal
Madaripur,8,2022,0.357888265665282,0.393461697492184,0.0356,1.0963,Optimal
Manikganj,8,2022,0.2747105481507985,0.2861991198351664,0.0115,1.038,Optimal
Munshiganj,8,2022,0.307563781450931,0.3071719817372503,-0.0004,0.9955,Optimal
Mymensingh,8,2022,0.3664739296953747,0.3628493356860865,-0.0036,0.9874,Optimal
Narayanganj,8,2022,0.3684829541429759,0.3730171971953339,0.0045,1.0096,Optimal
Narsingdi,8,2022,0.3864043323076755,0.3944511583068716,0.008,1.0182,Optimal
Netrokona,8,2022,0.3868841341356845,0.3811305993260364,-0.0058,0.9826,Optimal
Rajbari,8,2022,0.24092642592521,0.267679921946728,0.0268,1.1065,Optimal
Shariatpur,8,2022,0.3505955972530284,0.3683533128078391,0.0178,1.0477,Optimal
Sherpur,8,2022,0.3248528994714773,0.3261885913962127,0.0013,1.001,Optimal
Tangail,8,2022,0.3317212848313397,0.3370984600337802,0.0054,1.0132,Optimal
Bagerhat,8,2022,0.4625718585599345,0.5052629801031119,0.0427,1.0899,Optimal
Chuadanga,8,2022,0.2907614551237572,0.2886678558431777,-0.0021,0.9894,Optimal
Jashore,8,2022,0.3062235325478196,0.3431247523493667,0.0369,1.1169,Optimal
Jhenaidah,8,2022,0.2789075418161532,0.2812684365692589,0.0024,1.0049,Optimal
Khulna,8,2022,0.4559504502224473,0.5224633239389278,0.0665,1.1434,Optimal
Kushtia,8,2022,0.252513148895728,0.2702604987604574,0.0177,1.0661,Optimal
Magura,8,2022,0.2633893777614007,0.276133208343483,0.0127,1.0444,Optimal
Meherpur,8,2022,0.2873024195624936,0.287719638424535,0.0004,0.998,Optimal
Narail,8,2022,0.4437928421801305,0.591412267678604,0.1476,1.3296,Optimal
Satkhira,8,2022,0.4193108129590732,0.4358965116170887,0.0166,1.0371,Optimal
Habiganj,8,2022,0.389849919142111,0.3905625000256989,0.0007,0.9993,Optimal
Moulvibazar,8,2022,0.3909285742932691,0.4052417382889315,0.0143,1.034,Optimal
Sunamganj,8,2022,0.4042220995802022,0.3958334025001706,-0.0084,0.9768,Optimal
Sylhet,8,2022,0.4287581537079253,0.4305464048337232,0.0018,1.0018,Optimal
Bogura,8,2022,0.3063298881965122,0.3233460498507997,0.017,1.0521,Optimal
Joypurhat,8,2022,0.3162670702462667,0.3199160229504763,0.0036,1.0083,Optimal
Naogaon,8,2022,0.2878444845637967,0.2999287138062139,0.0121,1.0384,Optimal
Natore,8,2022,0.2829121458150486,0.2887225476166007,0.0058,1.0169,Optimal
Chapai Nawabganj,8,2022,0.2372299391723468,0.2419098453479757,0.0047,1.0154,Moderate
Pabna,8,2022,0.3023970288200803,0.3143012569993547,0.0119,1.0359,Optimal
Rajshahi,8,2022,0.2868104740900244,0.290738122606473,0.0039,1.0102,Optimal
Sirajganj,8,2022,0.2973479460324838,0.3193529047655915,0.022,1.0704,Optimal
Dinajpur,8,2022,0.3233939229329635,0.3129990750476571,-0.0104,0.9649,Optimal
Gaibandha,8,2022,0.3419924575661443,0.3557875130446489,0.0138,1.0373,Optimal
Kurigram,8,2022,0.3618471586581218,0.3746433183835643,0.0128,1.0325,Optimal
Lalmonirhat,8,2022,0.3279790589493056,0.2897469241334713,-0.0382,0.8807,Optimal
Nilphamari,8,2022,0.3148472807775889,0.2683136897447569,-0.0465,0.8495,Optimal
Panchagar,8,2022,0.3841587605382566,0.3692609070907032,-0.0149,0.9587,Optimal
Rangpur,8,2022,0.3298978485713529,0.3062264559412196,-0.0237,0.9254,Optimal
Thakurgaon,8,2022,0.3501072497883999,0.3428599062772341,-0.0072,0.9765,Optimal
Barguna,8,2022,0.4688790743197399,0.4905101023579794,0.0216,1.0439,Optimal
Barishal,9,2022,0.3996851132811391,0.4166698300552942,0.017,1.0399,Optimal
Bhola,9,2022,0.3696804528462045,0.3852304089510969,0.0155,1.0393,Optimal
Jhallokati,9,2022,0.362399787325039,0.3792287452833111,0.0168,1.0436,Optimal
Patuakhali,9,2022,0.4362242598550601,0.4554594367795568,0.0192,1.0417,Optimal
Pirojpur,9,2022,0.3843031433474926,0.3906692057992749,0.0064,1.0139,Optimal
Bandarban,9,2022,0.3728464224345097,0.3864581520831796,0.0136,1.0337,Optimal
Brahmanbaria,9,2022,0.374722301144505,0.3734037397014023,-0.0013,0.9938,Optimal
Chandpur,9,2022,0.3613761106696056,0.3532048507080394,-0.0082,0.9747,Optimal
Chattogram,9,2022,0.3736796757795889,0.3750808581316065,0.0014,1.0011,Optimal
Cumilla,9,2022,0.3612600965682498,0.3530702169541005,-0.0082,0.9746,Optimal
CoxsBazar,9,2022,0.3800995353204256,0.3798550330500872,-0.0002,0.9967,Optimal
Feni,9,2022,0.3531348343153735,0.3578391788945589,0.0047,1.0105,Optimal
Khagrachari,9,2022,0.3684389540224994,0.3827576046644365,0.0143,1.0361,Optimal
Lakshmipur,9,2022,0.3542358797103158,0.3460632064102859,-0.0082,0.9742,Optimal
Noakhali,9,2022,0.3583697868697582,0.3571202195700182,-0.0012,0.9937,Optimal
Rangamati,9,2022,0.3663313114269601,0.3809529793237037,0.0146,1.0371,Optimal
Dhaka,9,2022,0.3556225019410047,0.3625029786466532,0.0069,1.0165,Optimal
Faridpur,9,2022,0.3589930702918474,0.4047283345726563,0.0457,1.1243,Optimal
Gazipur,9,2022,0.407366817156065,0.4091155472818963,0.0017,1.0018,Optimal
Gopalganj,9,2022,0.6427166160109637,0.8347959973800048,0.1921,1.2968,Optimal
Jamalpur,9,2022,0.3442795640290007,0.3376037613062218,-0.0067,0.9778,Optimal
Kishoreganj,9,2022,0.3855234515056764,0.3840846396201105,-0.0014,0.9937,Optimal
Madaripur,9,2022,0.4044999517274626,0.4308002709213531,0.0263,1.0624,Optimal
Manikganj,9,2022,0.2986842974927855,0.3026831935096231,0.004,1.01,Optimal
Munshiganj,9,2022,0.332187371737263,0.3263714575679944,-0.0058,0.9795,Optimal
Mymensingh,9,2022,0.3830622289611834,0.3781059363318468,-0.005,0.9845,Optimal
Narayanganj,9,2022,0.3738478548986942,0.3741768145547562,0.0003,0.9982,Optimal
Narsingdi,9,2022,0.3829404834399801,0.3889382611539198,0.006,1.013,Optimal
Netrokona,9,2022,0.3991777418239132,0.4006439432149075,0.0015,1.0012,Optimal
Rajbari,9,2022,0.2843009519414406,0.3005039065161542,0.0162,1.0533,Optimal
Shariatpur,9,2022,0.3832465640551536,0.3950142313690551,0.0118,1.028,Optimal
Sherpur,9,2022,0.3667947711098704,0.355211366950122,-0.0116,0.9658,Optimal
Tangail,9,2022,0.3539631505817419,0.3481036840258624,-0.0059,0.9807,Optimal
Bagerhat,9,2022,0.4993044841213347,0.5347107324242212,0.0354,1.0688,Optimal
Chuadanga,9,2022,0.3386467705231586,0.3316812812592675,-0.007,0.9765,Optimal
Jashore,9,2022,0.366794740418963,0.3958938924936948,0.0291,1.0764,Optimal
Jhenaidah,9,2022,0.3364973878235566,0.3309224780495036,-0.0056,0.9805,Optimal
Khulna,9,2022,0.5081706325595797,0.5652586664004833,0.0571,1.1102,Optimal
Kushtia,9,2022,0.3005723652357495,0.3107719425027762,0.0102,1.0305,Optimal
Magura,9,2022,0.3316628979619318,0.3306392170519699,-0.001,0.9939,Optimal
Meherpur,9,2022,0.3333703587324388,0.3271268293549937,-0.0062,0.9783,Optimal
Narail,9,2022,0.5253172068798526,0.6403104451152274,0.115,1.2166,Optimal
Satkhira,9,2022,0.4637724730082333,0.4814028527880699,0.0176,1.0358,Optimal
Habiganj,9,2022,0.3885708747611371,0.3891641197410895,0.0006,0.999,Optimal
Moulvibazar,9,2022,0.3908591643277247,0.4049580829495606,0.0141,1.0334,Optimal
Sunamganj,9,2022,0.4149618852740601,0.4159741144840482,0.001,1.0,Optimal
Sylhet,9,2022,0.4344612431812109,0.4382993522532017,0.0038,1.0065,Optimal
Bogura,9,2022,0.3408637032313642,0.3397990430074283,-0.0011,0.994,Optimal
Joypurhat,9,2022,0.3430950595389356,0.3310387939149206,-0.0121,0.9621,Optimal
Naogaon,9,2022,0.344317177540759,0.3374042976545933,-0.0069,0.9771,Optimal
Natore,9,2022,0.3455902735616802,0.3313863540159211,-0.0142,0.9561,Optimal
Chapai Nawabganj,9,2022,0.2911667224221398,0.2862934926725411,-0.0049,0.9799,Optimal
Pabna,9,2022,0.3404430969163616,0.338171685045541,-0.0023,0.9904,Optimal
Rajshahi,9,2022,0.3459042349554974,0.3397863171682529,-0.0061,0.9795,Optimal
Sirajganj,9,2022,0.32959817101173,0.3337091615495755,0.0041,1.0094,Optimal
Dinajpur,9,2022,0.3393705502810283,0.3239191390577675,-0.0155,0.9517,Optimal
Gaibandha,9,2022,0.3442995963663877,0.3489401753068631,0.0046,1.0105,Optimal
Kurigram,9,2022,0.3671324005128321,0.3758998253647614,0.0088,1.0211,Optimal
Lalmonirhat,9,2022,0.3363066700345751,0.3005878862522442,-0.0357,0.8911,Optimal
Nilphamari,9,2022,0.3264769234644303,0.283910941363494,-0.0426,0.867,Optimal
Panchagar,9,2022,0.403630208197719,0.401872795745112,-0.0018,0.9932,Optimal
Rangpur,9,2022,0.334368266706268,0.3083265674452565,-0.026,0.9194,Optimal
Thakurgaon,9,2022,0.3711412359277877,0.3629225848241756,-0.0082,0.9752,Optimal
Barguna,9,2022,0.4947413390876707,0.5152445837841495,0.0205,1.0393,Optimal
Barishal,10,2022,0.3961796957779584,0.4204753482974014,0.0243,1.0587,Optimal
Bhola,10,2022,0.3587468038808014,0.3816038738268582,0.0229,1.0608,Optimal
Jhallokati,10,2022,0.3591376682578885,0.3844336408187138,0.0253,1.0675,Optimal
Patuakhali,10,2022,0.4231226839894077,0.449135333957197,0.026,1.059,Optimal
Pirojpur,10,2022,0.3811676680917626,0.3980330562711506,0.0169,1.0415,Optimal
Bandarban,10,2022,0.35121784976219,0.3714305917661579,0.0202,1.0545,Optimal
Brahmanbaria,10,2022,0.367529871910204,0.3729034620731033,0.0054,1.0119,Optimal
Chandpur,10,2022,0.36874507001164,0.3732241590108189,0.0045,1.0094,Optimal
Chattogram,10,2022,0.3514482690480199,0.3627080904251871,0.0113,1.0291,Optimal
Cumilla,10,2022,0.358370350593888,0.3625575264283691,0.0042,1.0089,Optimal
CoxsBazar,10,2022,0.3503652900962056,0.3557162456672619,0.0054,1.0124,Optimal
Feni,10,2022,0.3441196227138521,0.3588140641369522,0.0147,1.0397,Optimal
Khagrachari,10,2022,0.3512959474224926,0.3716319845584919,0.0203,1.0549,Optimal
Lakshmipur,10,2022,0.3523454033299368,0.3549082605564591,0.0026,1.0044,Optimal
Noakhali,10,2022,0.3493426927605174,0.3574218131316136,0.0081,1.0202,Optimal
Rangamati,10,2022,0.3502556507858057,0.3703971885134487,0.0201,1.0545,Optimal
Dhaka,10,2022,0.3424366253172715,0.3571506518158971,0.0147,1.0399,Optimal
Faridpur,10,2022,0.3631279144263719,0.415042283438904,0.0519,1.1398,Optimal
Gazipur,10,2022,0.3956196158722921,0.4023990191988229,0.0068,1.0146,Optimal
Gopalganj,10,2022,0.6231511165828381,0.8366175190208215,0.2135,1.3404,Optimal
Jamalpur,10,2022,0.2824829511939606,0.2969723373140465,0.0145,1.0476,Optimal
Kishoreganj,10,2022,0.3742871852982103,0.3767484689094057,0.0025,1.0039,Optimal
Madaripur,10,2022,0.4086415815534014,0.4439247466567341,0.0353,1.0837,Optimal
Manikganj,10,2022,0.2829557086370006,0.295383879792246,0.0124,1.0402,Optimal
Munshiganj,10,2022,0.3325442433275138,0.3361646915667094,0.0036,1.0079,Optimal
Mymensingh,10,2022,0.3507027896556445,0.3539896539584433,0.0033,1.0065,Optimal
Narayanganj,10,2022,0.3693476809873613,0.3764053877242516,0.0071,1.0164,Optimal
Narsingdi,10,2022,0.3754237732563958,0.3864393590909104,0.011,1.0266,Optimal
Netrokona,10,2022,0.3801139736776531,0.3807220801074358,0.0006,0.999,Optimal
Rajbari,10,2022,0.2707498436197272,0.2919674081281082,0.0212,1.0744,Optimal
Shariatpur,10,2022,0.3924824472503795,0.4117708684467687,0.0193,1.0465,Optimal
Sherpur,10,2022,0.3154304430146732,0.3191823103738664,0.0038,1.0087,Optimal
Tangail,10,2022,0.3349230930087019,0.3369948432025057,0.0021,1.0032,Optimal
Bagerhat,10,2022,0.4858385355365924,0.5300946693755567,0.0443,1.0889,Optimal
Chuadanga,10,2022,0.287200463695901,0.3055938071899443,0.0184,1.0604,Optimal
Jashore,10,2022,0.3324075096476214,0.3816579107092737,0.0493,1.1447,Optimal
Jhenaidah,10,2022,0.2992409619224279,0.3120554912254473,0.0128,1.0394,Optimal
Khulna,10,2022,0.4911347213718626,0.5574139140749378,0.0663,1.1326,Optimal
Kushtia,10,2022,0.258600292649398,0.2843574954606911,0.0258,1.0954,Optimal
Magura,10,2022,0.3118490902051121,0.3249988108749911,0.0131,1.0388,Optimal
Meherpur,10,2022,0.2756373105510589,0.2973995318143598,0.0218,1.0751,Optimal
Narail,10,2022,0.491310398377587,0.6361974172356807,0.1449,1.2923,Optimal
