ADM2_NAME,ADM2_CODE,Month,Year,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm
Sylhet,5824,1,2022,0.27112426127265626,0.8393899243543477,4.196528996266404,296.1830464427475,5.815836198883956
Bogra,5805,1,2022,0.2814943262251142,0.7915810908173404,4.141445182997133,294.9732968067189,5.475014302751924
Joypurhat,5808,1,2022,0.4077045516730544,1.1489615229588808,5.371704656780617,294.214955865937,5.26249335814402
Naogaon,5811,1,2022,0.2588790229327388,0.6488073580534516,3.6386807007408404,294.98220391386155,5.046927282405061
Natore,5812,1,2022,0.2864676217559833,0.9132646753872994,4.4358539217692705,294.8187691126292,7.368454744853466
Nawabganj,5813,1,2022,0.2857391112535968,0.7613390769237811,4.186961296054167,294.11063921529137,5.078306882247214
Pabna,5815,1,2022,0.32104325068567946,1.0007097301174472,4.739257073312324,295.08318614447074,7.59552296030142
Rajshahi,5817,1,2022,0.3174412238747844,0.9597733875767455,4.718953588992633,294.3629453832692,5.570509598800231
Sirajganj,5819,1,2022,0.2774074973080594,0.8525121845486945,4.214559168085873,294.78057556724025,5.126699756790525
Dinajpur,5806,1,2022,0.2701842866869256,0.6729596668945715,3.8455396247186555,294.3078988248594,4.816070903041324
