OBJECTID,STATE_LGD,DISTRICT,STATE_UT,Shape_Leng,Shape_Area,Dist_LGD,REMARKS,Lat,Lon
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.55499999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.55999999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.56499999999994
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.56999999999994
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.57499999999993
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.57999999999993
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.58499999999992
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.58999999999992
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.59499999999991
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.59999999999991
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.6049999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.6099999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.6149999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.61999999999989
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.62499999999989
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.62999999999988
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.63499999999988
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.63999999999987
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.64499999999987
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.64999999999986
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.65499999999986
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.65999999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.66499999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.66999999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.67499999999984
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.67999999999984
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.68499999999983
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.68999999999983
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.69499999999982
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.69999999999982
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.70499999999981
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.70999999999981
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.7149999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.7199999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.7249999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.72999999999979
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.73499999999979
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.73999999999978
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.74499999999978
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.159999999999997,75.74999999999977
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.5
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.505
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.50999999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.51499999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.51999999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.52499999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.52999999999997
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.53499999999997
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.53999999999996
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.54499999999996
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.54999999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.55499999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.55999999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.56499999999994
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.56999999999994
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.57499999999993
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.57999999999993
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.58499999999992
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.58999999999992
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.59499999999991
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.59999999999991
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.6049999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.6099999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.6149999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.61999999999989
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.62499999999989
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.62999999999988
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.63499999999988
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.63999999999987
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.64499999999987
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.64999999999986
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.65499999999986
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.65999999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.66499999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.66999999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.67499999999984
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.67999999999984
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.68499999999983
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.68999999999983
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.69499999999982
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.69999999999982
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.70499999999981
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.70999999999981
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.7149999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.7199999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.7249999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.72999999999979
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.73499999999979
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.73999999999978
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.74499999999978
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.164999999999996,75.74999999999977
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.5
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.505
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.50999999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.51499999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.51999999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.52499999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.52999999999997
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.53499999999997
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.53999999999996
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.54499999999996
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.54999999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.55499999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.55999999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.56499999999994
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.56999999999994
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.57499999999993
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.57999999999993
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.58499999999992
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.58999999999992
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.59499999999991
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.59999999999991
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.6049999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.6099999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.6149999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.61999999999989
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.62499999999989
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.62999999999988
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.63499999999988
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.63999999999987
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.64499999999987
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.64999999999986
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.65499999999986
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.65999999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.66499999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.66999999999985
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.67499999999984
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.67999999999984
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.68499999999983
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.68999999999983
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.69499999999982
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.69999999999982
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.70499999999981
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.70999999999981
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.7149999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.7199999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.7249999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.72999999999979
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.73499999999979
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.73999999999978
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.74499999999978
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.169999999999995,75.74999999999977
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.5
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.505
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.50999999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.51499999999999
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.51999999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.52499999999998
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.52999999999997
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.53499999999997
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.53999999999996
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.54499999999996
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.54999999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.55499999999995
297,29,B<galkot,Karn<taka,663809.400829,6.42467429774E9,0556,,16.174999999999994,75.55999999999995
