Year,District,Season,Crops,Soil_Type,Irrigation,Area,Avg_Temperature,Total_Rainfall,Avg_Wind_Speed,NDVI,Yield,Price
2012,Mangalore,Rabi,Coconut,Loam,Spray,43013,23.360082191780823,1473.22,12.33547397260274,0.3874444444444445,52.0,51239
2013,Mangalore,Rabi,Coconut,Loam,Spray,95,23.360082191780823,1473.22,12.33547397260274,0.3224111111111111,12.0,216396
2014,Mangalore,Rabi,Coconut,Loam,Spray,6441,23.360082191780823,1473.22,12.33547397260274,0.3803375,51.0,2644
2015,Mangalore,Rabi,Coconut,Loam,Spray,4012,23.360082191780823,1473.22,12.33547397260274,0.3909555555555556,61.0,44235
2016,Mangalore,Rabi,Coconut,Loam,Spray,4877,23.360082191780823,1473.22,12.33547397260274,0.3140555555555556,67.0,203317
2017,Mangalore,Rabi,Coconut,Loam,Spray,4930,23.360082191780823,1473.22,12.33547397260274,0.2585222222222222,62.0,2134
2018,Mangalore,Rabi,Cocoa,Loam,Drip,4954,23.360082191780823,1473.22,12.33547397260274,0.3191111111111111,32.0,45186
2004,Mangalore,Rabi,Cocoa,Loam,Drip,5019,23.360082191780823,1473.22,12.33547397260274,0.4820666666666667,22.0,238542
2005,Mangalore,Rabi,Cocoa,Loam,Drip,5127,23.360082191780823,1473.22,12.33547397260274,0.4155555555555555,25.0,1516
2006,Mangalore,Rabi,Cocoa,Loam,Drip,5174,23.360082191780823,1473.22,12.33547397260274,0.4185444444444444,4.0,57259
2007,Mangalore,Rabi,Cocoa,Loam,Drip,5294,23.360082191780823,1473.22,12.33547397260274,0.3070666666666666,9.0,234779
2008,Mangalore,Rabi,Cocoa,Loam,Drip,5474,23.360082191780823,1473.22,12.33547397260274,0.3138666666666667,12.0,1493
2009,Mangalore,Rabi,Coffee,Loam,Drip,5864,23.360082191780823,1473.22,12.33547397260274,0.3781111111111112,2089.0,64409
2010,Mangalore,Rabi,Coffee,Loam,Drip,7028,23.360082191780823,1473.22,12.33547397260274,0.36,2810.0,249978
2011,Mangalore,Rabi,Coffee,Loam,Drip,7403,23.360082191780823,1473.22,12.33547397260274,0.3327625,841.0,637
2012,Mangalore,Rabi,Coffee,Loam,Drip,7501,23.360082191780823,1473.22,12.33547397260274,0.3874444444444445,3550.0,43311
2013,Mangalore,Rabi,Coffee,Loam,Drip,7714,23.360082191780823,1473.22,12.33547397260274,0.3224111111111111,109.0,24848
2014,Mangalore,Rabi,Coffee,Loam,Drip,7856,23.360082191780823,1473.22,12.33547397260274,0.3803375,3368.0,761
2015,Mangalore,Rabi,Coffee,Loam,Drip,32,23.360082191780823,1473.22,12.33547397260274,0.3909555555555556,3671.0,45608
2016,Mangalore,Rabi,Coffee,Loam,Drip,1,23.360082191780823,1473.22,12.33547397260274,0.3140555555555556,2404.0,234581
2017,Mangalore,Rabi,Coffee,Loam,Drip,30,23.360082191780823,1473.22,12.33547397260274,0.2585222222222222,2805.0,646
2018,Mangalore,Rabi,Coffee,Loam,Drip,6,23.360082191780823,1473.22,12.33547397260274,0.3191111111111111,2331.0,43562
2004,Mangalore,Rabi,Coffee,Loam,Drip,15,23.360082191780823,1473.22,12.33547397260274,0.4820666666666667,2088.0,200000
2005,Mangalore,Rabi,Coffee,Loam,Drip,4,23.360082191780823,1473.22,12.33547397260274,0.4155555555555555,2628.0,4847
2006,Mangalore,Rabi,Coffee,Loam,Drip,39,23.360082191780823,1473.22,12.33547397260274,0.4185444444444444,1939.0,51239
2007,Mangalore,Rabi,Coffee,Loam,Drip,6,23.360082191780823,1473.22,12.33547397260274,0.3070666666666666,1871.0,216396
2008,Mangalore,Rabi,Coffee,Loam,Drip,12,23.360082191780823,1473.22,12.33547397260274,0.3138666666666667,1868.0,2644
2009,Mangalore,Rabi,Cardamum,Loam,Drip,3,23.360082191780823,1473.22,12.33547397260274,0.3781111111111112,127919.0,44235
2010,Mangalore,Rabi,Cardamum,Sandy loam ,Drip,17,23.360082191780823,1473.22,12.33547397260274,0.36,75340.0,203317
2011,Mangalore,Rabi,Cardamum,Sandy loam ,Drip,3,23.360082191780823,1473.22,12.33547397260274,0.3327625,29170.0,2134
2012,Mangalore,Rabi,Cardamum,Sandy loam ,Drip,9,23.360082191780823,1473.22,12.33547397260274,0.3874444444444445,1901.0,45186
2013,Mangalore,Rabi,Cardamum,Sandy loam ,Drip,21,23.360082191780823,1473.22,12.33547397260274,0.3224111111111111,972.0,238542
2014,Mangalore,Rabi,Cardamum,Sandy loam ,Drip,11,23.360082191780823,1473.22,12.33547397260274,0.3803375,874.0,1516
2015,Mangalore,Rabi,Cardamum,Clay loam,Drip,4,23.360082191780823,1473.22,12.33547397260274,0.3909555555555556,592.0,57259
2016,Mangalore,Rabi,Cardamum,Clay loam,Drip,15,23.360082191780823,1473.22,12.33547397260274,0.3140555555555556,864.0,234779
2017,Mangalore,Rabi,Cardamum,Clay loam,Drip,8,23.360082191780823,1473.22,12.33547397260274,0.2585222222222222,5373.0,1493
2018,Mangalore,Rabi,Cardamum,Clay loam,Drip,29,23.360082191780823,1473.22,12.33547397260274,0.3191111111111111,6589.0,64409
2004,Mangalore,Rabi,Cardamum,Clay loam,Drip,1,23.360082191780823,1473.22,12.33547397260274,0.4820666666666667,5107.0,249978
2005,Mangalore,Rabi,Cardamum,Clay loam,Drip,13736,23.360082191780823,1473.22,12.33547397260274,0.4155555555555555,5518.0,637
2006,Mangalore,Rabi,Cardamum,Laterite,Drip,14003,23.360082191780823,1473.22,12.33547397260274,0.4185444444444444,4912.0,43311
2007,Mangalore,Rabi,Cardamum,Laterite,Drip,14179,23.360082191780823,1473.22,12.33547397260274,0.3070666666666666,3830.0,24848
2008,Mangalore,Rabi,Cardamum,Laterite,Drip,14319,23.360082191780823,1473.22,12.33547397260274,0.3138666666666667,4.0,761
2009,Mangalore,Rabi,Pepper,Laterite,Drip,14464,23.360082191780823,1473.22,12.33547397260274,0.3781111111111112,9.0,45608
2010,Mangalore,Rabi,Pepper,Laterite,Drip,14876,23.360082191780823,1473.22,12.33547397260274,0.36,12.0,234581
2011,Mangalore,Rabi,Pepper,Laterite,Drip,14976,23.360082191780823,1473.22,12.33547397260274,0.3327625,2089.0,646
2012,Mangalore,Rabi,Pepper,Laterite,Drip,15009,23.360082191780823,1473.22,12.33547397260274,0.3874444444444445,2810.0,43562
2013,Mangalore,Rabi,Pepper,Laterite,Drip,15114,23.360082191780823,1473.22,12.33547397260274,0.3224111111111111,841.0,200000
2014,Mangalore,Rabi,Pepper,Laterite,Drip,16224,23.360082191780823,1473.22,12.33547397260274,0.3803375,3550.0,4847
2015,Mangalore,Rabi,Pepper,Laterite,Drip,17095,23.360082191780823,1473.22,12.33547397260274,0.3909555555555556,109.0,51239
2016,Mangalore,Rabi,Pepper,Laterite,Drip,17512,23.360082191780823,1473.22,12.33547397260274,0.3140555555555556,3368.0,216396
2017,Mangalore,Rabi,Pepper,Laterite,Basin,17587,23.360082191780823,1473.22,12.33547397260274,0.2585222222222222,3671.0,2644
2018,Mangalore,Rabi,Pepper,Laterite,Basin,17771,23.360082191780823,1473.22,12.33547397260274,0.3191111111111111,2404.0,44235
2004,Mangalore,Rabi,Pepper,Laterite,Basin,17825,23.360082191780823,1473.22,12.33547397260274,0.4820666666666667,2805.0,203317
2005,Mangalore,Rabi,Pepper,Laterite,Basin,3147,23.360082191780823,1473.22,12.33547397260274,0.4155555555555555,2331.0,2134
2006,Mangalore,Rabi,Pepper,Laterite,Basin,2578,23.360082191780823,1473.22,12.33547397260274,0.4185444444444444,2088.0,45186
2007,Mangalore,Rabi,Pepper,Laterite,Basin,1591,23.360082191780823,1473.22,12.33547397260274,0.3070666666666666,2628.0,238542
2008,Mangalore,Rabi,Pepper,Laterite,Basin,1298,23.360082191780823,1473.22,12.33547397260274,0.3138666666666667,1939.0,1516
2009,Kodagu,Rabi,Arecanut,Laterite,Basin,4,23.833972602739724,3571.88,6.271890410958905,0.6691555555555556,1871.0,200000
2010,Kodagu,Rabi,Arecanut,Laterite,Basin,1122,23.74750684931507,4218.22,5.862969863013698,0.3900777777777778,1868.0,4847
2011,Kodagu,Rabi,Arecanut,Laterite,Basin,917,23.22495890410959,3488.82,6.49706301369863,0.5459777777777778,127919.0,51239
2012,Kodagu,Rabi,Arecanut,Laterite,Basin,819,23.72693989071038,3035.93,6.252590163934426,0.5620666666666667,75340.0,216396
2013,Kodagu,Rabi,Arecanut,Laterite,Basin,619,23.665452054794518,4548.16,6.683375342465754,0.3361666666666666,29170.0,2644
2014,Kodagu,Rabi,Arecanut,Laterite,Basin,391,23.814712328767126,3861.83,6.103627397260274,0.5669333333333333,1901.0,44235
2015,Kodagu,Rabi,Arecanut,Laterite,Basin,211,23.78717808219178,2583.4,5.836635616438356,0.5716777777777777,972.0,203317
2016,Kodagu,Rabi,Arecanut,Laterite,Basin,153,24.32262295081967,1850.74,6.23183606557377,0.5312555555555556,874.0,2134
2017,Kodagu,Rabi,Arecanut,Laterite,Basin,111,24.105589041095893,2041.2,6.04158904109589,0.5446888888888889,592.0,45186
2018,Kodagu,Rabi,Arecanut,Laterite,Basin,76,24.040712328767125,2072.69,6.021961643835617,0.4750111111111111,864.0,238542
2019,Kodagu,Rabi,Arecanut,Laterite,Basin,53,24.617424657534247,2427.56,6.185194520547945,0.7339363636363636,5373.0,1516
2004,Kodagu,Rabi,Arecanut,Laterite,Basin,2688,23.613278688524588,2792.12,6.525934426229509,0.5597888888888889,6589.0,57259
2005,Kodagu,Rabi,Arecanut,Laterite,Basin,2311,23.897205479452055,2861.92,6.273468493150686,0.5699666666666667,5107.0,234779
2006,Kodagu,Rabi,Arecanut,Laterite,Basin,2188,23.575342465753426,3313.16,6.635243835616438,0.5252555555555556,5518.0,1493
2007,Kodagu,Rabi,Arecanut,Laterite,Basin,1998,23.45465753424658,3711.1,6.265972602739726,0.4375555555555556,4912.0,64409
2008,Kodagu,Rabi,Ginger,Laterite,Basin,2006,23.248852459016394,2915.8,6.1113442622950815,0.587488888888889,3830.0,249978
2009,Kodagu,Rabi,Ginger,Laterite,Basin,2034,23.833972602739724,3571.88,6.271890410958905,0.6691555555555556,4.0,637
2010,Kodagu,Rabi,Ginger,Laterite,Basin,2035,23.74750684931507,4218.22,5.862969863013698,0.3900777777777778,9.0,43311
2011,Kodagu,Rabi,Ginger,Laterite,Basin,2074,23.22495890410959,3488.82,6.49706301369863,0.5459777777777778,12.0,24848
2012,Kodagu,Rabi,Ginger,Laterite,Basin,2127,23.72693989071038,3035.93,6.252590163934426,0.5620666666666667,2089.0,761
2013,Mysuru,Rabi,Ginger,Laterite,Basin,2090,24.466027397260277,971.09,13.860295890410958,0.3122444444444444,2810.0,45608
2014,Mysuru,Rabi,Ginger,Laterite,Basin,2059,24.571315068493153,913.68,13.254904109589042,0.3838666666666667,841.0,234581
2015,Mysuru,Rabi,Ginger,Laterite,Basin,2050,24.67235616438356,786.16,12.95891506849315,0.3827555555555555,3550.0,646
2016,Mysuru,Rabi,Ginger,Laterite,Basin,1865,25.56997267759563,550.32,13.007901639344261,0.3159111111111111,109.0,43562
2017,Mysuru,Rabi,Ginger,Laterite,Basin,1841,24.463890410958903,1018.61,12.33547397260274,0.2835777777777778,3368.0,200000
2018,Mysuru,Rabi,Ginger,Laterite,Basin,1799,24.763013698630136,709.99,13.111495890410959,0.3541222222222222,3671.0,4847
2012,Mysuru,Rabi,Ginger,Laterite,Basin,1468,24.95915300546448,590.39,13.911344262295081,0.3416111111111111,2404.0,51239
2013,Mysuru,Rabi,Ginger,Laterite,Basin,568,24.466027397260277,971.09,13.860295890410958,0.3122444444444444,2805.0,216396
2014,Mysuru,Rabi,Ginger,Laterite,Basin,407,24.571315068493153,913.68,13.254904109589042,0.3838666666666667,2331.0,2644
2015,Mysuru,Rabi,Ginger,Laterite,Basin,177,24.67235616438356,786.16,12.95891506849315,0.3827555555555555,2088.0,44235
2016,Mysuru,Rabi,Tea,Laterite,Basin,51,25.56997267759563,550.32,13.007901639344261,0.3159111111111111,2628.0,203317
2017,Mysuru,Rabi,Tea,Sandy loam ,Basin,173,24.463890410958903,1018.61,12.33547397260274,0.2835777777777778,1939.0,2134
2018,Mysuru,Rabi,Tea,Sandy loam ,Basin,201,24.763013698630136,709.99,13.111495890410959,0.3541222222222222,1871.0,45186
2019,Mysuru,Rabi,Tea,Sandy loam ,Basin,206,25.229698630136987,918.77,13.12619178082192,0.3255,1868.0,238542
2004,Mysuru,Rabi,Tea,Sandy loam ,Basin,243,23.965846994535518,1008.33,13.404786885245901,0.3643111111111111,127919.0,1516
2005,Mysuru,Rabi,Tea,Sandy loam ,Basin,123,24.21709589041096,1204.94,12.621797260273972,0.3508888888888888,75340.0,57259
2006,Mysuru,Rabi,Tea,Sandy loam ,Spray,82,24.08235616438356,820.43,14.024515068493152,0.3368777777777778,29170.0,234779
2007,Mysuru,Rabi,Tea,Sandy loam ,Spray,74,24.032602739726027,1116.84,12.763923287671235,0.3535666666666667,1901.0,1493
2008,Mysuru,Rabi,Tea,Sandy loam ,Spray,18,23.50510928961749,1102.21,12.78265573770492,0.3845777777777778,972.0,64409
2009,Kasaragodu,Rabi,Tea,Sandy loam ,Spray,37,23.360082191780823,1473.22,12.33547397260274,0.5524,874.0,249978
2010,Kasaragodu,Rabi,Tea,Sandy loam ,Spray,35,23.360082191780823,1473.22,12.33547397260274,0.5998555555555556,592.0,637
2011,Kasaragodu,Rabi,Tea,Sandy loam ,Spray,5974,23.360082191780823,1473.22,12.33547397260274,0.5661333333333334,864.0,43311
2012,Kasaragodu,Rabi,Tea,Sandy loam ,Spray,6631,23.360082191780823,1473.22,12.33547397260274,0.4941444444444444,5373.0,24848
2013,Kasaragodu,Rabi,Tea,Sandy loam ,Spray,6705,23.360082191780823,1473.22,12.33547397260274,0.5204111111111112,6589.0,761
2014,Kasaragodu,Rabi,Tea,Sandy loam ,Spray,5876,23.360082191780823,1473.22,12.33547397260274,0.6136555555555556,5107.0,45608
2015,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,326,23.360082191780823,1473.22,12.33547397260274,0.6954,5518.0,234581
2016,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,6470,23.360082191780823,1473.22,12.33547397260274,0.6315888888888889,4912.0,646
2017,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,6709,23.360082191780823,1473.22,12.33547397260274,0.6460555555555556,3830.0,43562
2018,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,6186,23.360082191780823,1473.22,12.33547397260274,0.6131555555555556,313547.0,200000
2011,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,6503,23.360082191780823,1473.22,12.33547397260274,0.5661333333333334,2783.0,4847
2012,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,5220,23.360082191780823,1473.22,12.33547397260274,0.4941444444444444,1533.0,51239
2013,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,4677,23.360082191780823,1473.22,12.33547397260274,0.5204111111111112,1647.0,216396
2014,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,4803,23.360082191780823,1473.22,12.33547397260274,0.6136555555555556,975.0,2644
2015,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,3739,23.360082191780823,1473.22,12.33547397260274,0.6954,2.0,44235
2016,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,3529,23.360082191780823,1473.22,12.33547397260274,0.6315888888888889,836.0,203317
2017,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,3649,23.360082191780823,1473.22,12.33547397260274,0.6460555555555556,806.0,2134
2018,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,1374,23.360082191780823,1473.22,12.33547397260274,0.6131555555555556,880.0,45186
2004,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,933,23.360082191780823,1473.22,12.33547397260274,0.7173888888888889,770.0,238542
2005,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,345,23.360082191780823,1473.22,12.33547397260274,0.5367444444444445,395.0,1516
2006,Kasaragodu,Rabi,Paddy,Sandy loam ,Spray,29,23.360082191780823,1473.22,12.33547397260274,0.607688888888889,187.0,200000
2007,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,11,23.360082191780823,1473.22,12.33547397260274,0.4666222222222222,187.0,4847
2008,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,10,23.360082191780823,1473.22,12.33547397260274,0.5144777777777778,121.0,51239
2009,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,7,23.360082191780823,1473.22,12.33547397260274,0.5524,103.0,216396
2010,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,10,23.360082191780823,1473.22,12.33547397260274,0.5998555555555556,71.0,2644
2011,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,56,23.360082191780823,1473.22,12.33547397260274,0.5661333333333334,3961.0,44235
2012,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,68,23.360082191780823,1473.22,12.33547397260274,0.4941444444444444,4247.0,203317
2013,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,56,23.360082191780823,1473.22,12.33547397260274,0.5204111111111112,3290.0,2134
2014,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,66,23.360082191780823,1473.22,12.33547397260274,0.6136555555555556,3138.0,45186
2015,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,55,23.360082191780823,1473.22,12.33547397260274,0.6954,3423.0,238542
2016,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,42,23.360082191780823,1473.22,12.33547397260274,0.6315888888888889,3899.0,1516
2017,Kasaragodu,Rabi,Groundnut,Sandy loam ,Spray,51179,23.360082191780823,1473.22,12.33547397260274,0.6460555555555556,4015.0,57259
2018,Raichur,Rabi,Groundnut,Sandy loam ,Spray,468,28.056136986301368,332.88,14.459178082191782,0.4023666666666666,4279.0,234779
2004,Raichur,Rabi,Groundnut,Sandy loam ,Spray,11841,26.892349726775958,606.67,14.763836065573772,0.5092,4167.0,1493
2005,Raichur,Rabi,Groundnut,Sandy loam ,Spray,50975,26.401999999999997,1017.92,13.372865753424659,0.4855,4479.0,64409
2012,Raichur,Rabi,Groundnut,Sandy loam ,Spray,206,27.742595628415298,543.31,15.060098360655738,0.4153,3699.0,249978
2013,Raichur,Rabi,Blackgram,Sandy loam ,Spray,10922,27.04950684931507,663.94,15.578531506849314,0.4560666666666667,4904.0,637
2014,Raichur,Rabi,Blackgram,Sandy loam ,Spray,51390,27.09668493150685,725.85,14.32454794520548,0.4462,2821.0,43311
2015,Raichur,Rabi,Blackgram,Sandy loam ,Spray,177,27.63531506849315,514.9,14.56747397260274,0.43,3472.0,24848
2016,Raichur,Rabi,Blackgram,Sandy loam ,Spray,10723,27.53090163934426,613.74,14.297508196721312,0.4600222222222223,3647.0,761
2017,Raichur,Rabi,Blackgram,Sandy loam ,Spray,51709,27.375095890410957,671.82,13.070071232876712,0.3613777777777778,393.0,45608
2018,Raichur,Rabi,Blackgram,Sandy loam ,Drip,146,28.056136986301368,332.88,14.459178082191782,0.4023666666666666,167.0,234581
2004,Raichur,Rabi,Blackgram,Sandy loam ,Drip,10910,26.892349726775958,606.67,14.763836065573772,0.5092,71.0,646
2005,Raichur,Rabi,Blackgram,Black,Drip,51355,26.401999999999997,1017.92,13.372865753424659,0.4855,52.0,43562
2006,Raichur,Rabi,Blackgram,Black,Drip,160,26.81419178082192,761.82,14.463813698630139,0.4864333333333333,313547.0,200000
2007,Raichur,Rabi,Blackgram,Black,Drip,10912,26.714712328767124,1079.15,14.062290410958903,0.4943888888888889,2783.0,4847
2008,Raichur,Rabi,Blackgram,Black,Drip,51353,26.705546448087432,755.39,14.190786885245902,0.5149333333333334,1533.0,51239
2009,Raichur,Rabi,Blackgram,Black,Drip,142,27.54386301369863,694.95,14.638191780821916,0.5101888888888889,1647.0,216396
2010,Raichur,Rabi,Blackgram,Black,Drip,10505,27.578164383561646,781.76,13.939890410958904,0.5070888888888889,975.0,2644
2011,Raichur,Rabi,Blackgram,Black,Drip,51040,27.71731506849315,389.65000000000003,15.486213698630136,0.4416555555555556,2.0,44235
2012,Raichur,Rabi,Blackgram,Black,Drip,154,27.742595628415298,543.31,15.060098360655738,0.4153,836.0,203317
2013,Raichur,Rabi,Cashew,Black,Drip,10318,27.04950684931507,663.94,15.578531506849314,0.4560666666666667,806.0,2134
2014,Raichur,Rabi,Cashew,Black,Drip,48083,27.09668493150685,725.85,14.32454794520548,0.4462,880.0,45186
2015,Raichur,Rabi,Cashew,Black,Drip,143,27.63531506849315,514.9,14.56747397260274,0.43,770.0,238542
2016,Raichur,Rabi,Cashew,Black,Drip,9283,27.53090163934426,613.74,14.297508196721312,0.4600222222222223,395.0,1516
2017,Raichur,Rabi,Cashew,Black,Drip,47200,27.375095890410957,671.82,13.070071232876712,0.3613777777777778,187.0,57259
2018,Raichur,Rabi,Cashew,Black,Drip,158,28.056136986301368,332.88,14.459178082191782,0.4023666666666666,187.0,234779
2019,Raichur,Rabi,Cashew,Black,Drip,8982,28.14994520547945,555.13,14.628723287671233,0.6577909090909091,121.0,1493
2004,Raichur,Rabi,Cashew,Black,Drip,46990,26.892349726775958,606.67,14.763836065573772,0.5092,103.0,64409
2013,Gulbarga,Rabi,Cashew,Black,Drip,103,23.360082191780823,1473.22,12.33547397260274,0.3475875,71.0,249978
2014,Gulbarga,Rabi,Cashew,Black,Drip,8239,23.360082191780823,1473.22,12.33547397260274,0.4443,3961.0,637
2015,Gulbarga,Rabi,Cashew,Black,Drip,44563,23.360082191780823,1473.22,12.33547397260274,0.3997125,4247.0,43311
2016,Gulbarga,Rabi,Cashew,Black,Drip,96,23.360082191780823,1473.22,12.33547397260274,0.344625,3290.0,24848
2017,Gulbarga,Rabi,Cashew,Black,Drip,6949,23.360082191780823,1473.22,12.33547397260274,0.404625,3138.0,761
2018,Gulbarga,Rabi,Cashew,Black,Drip,44663,23.360082191780823,1473.22,12.33547397260274,0.4055125,3423.0,45608
2004,Gulbarga,Rabi,Cashew,Black,Drip,110,23.360082191780823,1473.22,12.33547397260274,0.4632272727272727,3899.0,234581
2005,Gulbarga,Rabi,Coconut,Black,Drip,6824,23.360082191780823,1473.22,12.33547397260274,0.37455,4015.0,646
2006,Gulbarga,Rabi,Coconut,Black,Drip,43013,23.360082191780823,1473.22,12.33547397260274,0.45745,4279.0,43562
2007,Gulbarga,Rabi,Coconut,Red,Drip,95,23.360082191780823,1473.22,12.33547397260274,0.3368625,4167.0,200000
2008,Gulbarga,Rabi,Coconut,Red,Drip,6441,23.360082191780823,1473.22,12.33547397260274,0.380925,4479.0,4847
2009,Gulbarga,Rabi,Coconut,Red,Drip,4012,23.360082191780823,1473.22,12.33547397260274,0.3544875,3699.0,51239
2010,Gulbarga,Rabi,Coconut,Red,Drip,4877,23.360082191780823,1473.22,12.33547397260274,0.40545,4904.0,216396
2011,Gulbarga,Rabi,Coconut,Red,Drip,4930,23.360082191780823,1473.22,12.33547397260274,0.3999625,2821.0,2644
2012,Gulbarga,Rabi,Coconut,Red,Drip,4954,23.360082191780823,1473.22,12.33547397260274,0.3890875,3472.0,44235
2013,Gulbarga,Rabi,Coconut,Red,Drip,5019,23.360082191780823,1473.22,12.33547397260274,0.3475875,3647.0,203317
2014,Gulbarga,Rabi,Coconut,Red,Drip,5127,23.360082191780823,1473.22,12.33547397260274,0.4443,393.0,2134
2015,Gulbarga,Rabi,Coconut,Red,Drip,5174,23.360082191780823,1473.22,12.33547397260274,0.3997125,167.0,45186
2016,Gulbarga,Rabi,Coconut,Red,Drip,5294,23.360082191780823,1473.22,12.33547397260274,0.344625,71.0,238542
2017,Gulbarga,Rabi,Coconut,Red,Drip,5474,23.360082191780823,1473.22,12.33547397260274,0.404625,52.0,1516
2018,Gulbarga,Rabi,Coconut,Red,Drip,5864,23.360082191780823,1473.22,12.33547397260274,0.4055125,2570.0,200000
2013,Gulbarga,Rabi,Coconut,Red,Drip,7028,23.360082191780823,1473.22,12.33547397260274,0.3475875,27170.0,4847
2014,Gulbarga,Rabi,Coconut,Red,Drip,7403,23.360082191780823,1473.22,12.33547397260274,0.4443,114744.0,51239
2015,Gulbarga,Rabi,Ginger,Red,Drip,7501,23.360082191780823,1473.22,12.33547397260274,0.3997125,1402.0,216396
2016,Gulbarga,Rabi,Ginger,Red,Drip,7714,23.360082191780823,1473.22,12.33547397260274,0.344625,23456.0,2644
2017,Gulbarga,Rabi,Ginger,Red,Drip,7856,23.360082191780823,1473.22,12.33547397260274,0.404625,107809.0,44235
2018,Gulbarga,Rabi,Ginger,Red,Basin,32,23.360082191780823,1473.22,12.33547397260274,0.4055125,1132.0,203317
2004,Gulbarga,Rabi,Ginger,Red,Basin,1,23.360082191780823,1473.22,12.33547397260274,0.4632272727272727,23960.0,2134
2005,Gulbarga,Rabi,Ginger,Red,Basin,30,23.360082191780823,1473.22,12.33547397260274,0.37455,126487.0,45186
2006,Gulbarga,Rabi,Ginger,Red,Basin,6,23.360082191780823,1473.22,12.33547397260274,0.45745,804.0,238542
2007,Gulbarga,Rabi,Ginger,Red,Basin,15,23.360082191780823,1473.22,12.33547397260274,0.3368625,30362.0,1516
2008,Gulbarga,Rabi,Ginger,Red,Basin,4,23.360082191780823,1473.22,12.33547397260274,0.380925,124492.0,57259
2009,Gulbarga,Rabi,Ginger,Red,Basin,39,23.360082191780823,1473.22,12.33547397260274,0.3544875,792.0,234779
2010,Gulbarga,Rabi,Ginger,Red,Basin,6,23.360082191780823,1473.22,12.33547397260274,0.40545,34153.0,1493
2011,Gulbarga,Rabi,Ginger,Alluvial,Basin,12,23.360082191780823,1473.22,12.33547397260274,0.3999625,2570.0,64409
2012,Gulbarga,Rabi,Ginger,Alluvial,Basin,3,23.360082191780823,1473.22,12.33547397260274,0.3890875,27170.0,249978
2013,Gulbarga,Rabi,Ginger,Alluvial,Basin,17,23.360082191780823,1473.22,12.33547397260274,0.3475875,114744.0,637
2014,Gulbarga,Rabi,Ginger,Alluvial,Basin,3,23.360082191780823,1473.22,12.33547397260274,0.4443,1402.0,43311
2015,Gulbarga,Rabi,Coconut,Alluvial,Drip,9,23.360082191780823,1473.22,12.33547397260274,0.3997125,23456.0,200000
2016,Madikeri,Rabi,Coconut,Alluvial,Drip,21,23.360082191780823,1473.22,12.33547397260274,0.3679444444444444,107809.0,4847
2017,Madikeri,Rabi,Coconut,Alluvial,Drip,11,23.360082191780823,1473.22,12.33547397260274,0.3598444444444444,1132.0,51239
2018,Madikeri,Rabi,Coconut,Alluvial,Drip,4,23.360082191780823,1473.22,12.33547397260274,0.2969777777777778,23960.0,216396
2015,Madikeri,Rabi,Coconut,Alluvial,Drip,15,23.360082191780823,1473.22,12.33547397260274,0.3251444444444444,126487.0,2644
2016,Madikeri,Rabi,Coconut,Alluvial,Drip,8,23.360082191780823,1473.22,12.33547397260274,0.3679444444444444,804.0,44235
2017,Madikeri,Rabi,Coconut,Alluvial,Drip,29,23.360082191780823,1473.22,12.33547397260274,0.3598444444444444,30362.0,203317
2018,Madikeri,Rabi,Coconut,Alluvial,Drip,1,23.360082191780823,1473.22,12.33547397260274,0.2969777777777778,124492.0,2134
2013,Madikeri,Rabi,Coconut,Alluvial,Drip,13736,23.360082191780823,1473.22,12.33547397260274,0.2202333333333333,792.0,45186
2014,Madikeri,Rabi,Coconut,Alluvial,Drip,14003,23.360082191780823,1473.22,12.33547397260274,0.4437666666666667,34153.0,238542
2015,Madikeri,Rabi,Coconut,Alluvial,Drip,14179,23.360082191780823,1473.22,12.33547397260274,0.3251444444444444,132551.0,1516
2016,Madikeri,Rabi,Coconut,Alluvial,Drip,14319,23.360082191780823,1473.22,12.33547397260274,0.3679444444444444,338.0,57259
